Author,Location,Date,Comment,Stars
Larry,"Tehachapi, CA","Reviewed Oct. 23, 2014","We refinance with QL for two reasons: To get away from Greentree Services (GTS), and take advantage of HARP. In all our initial conversations and with the main banker, we were very specific about wanting nothing to do with GTS. After 1 month, I got notice they transferred the servicing to GTS. I called and asked why? I explained to Customer Relations (Stacy **) that we were very clear we wanted nothing to do with GTS. She said she would look into it. She never called back. I called her again, and said she never said she would call back. That this was an internal communications problems. ",1
sandra,"Anywhere, NY","Reviewed Oct. 23, 2014",My husband and I submitted information inquiring about home loan. Quicken loans called me 4 times the following day while I was at work. I decided to read reviews before calling back and had a bad feeling after reading the multiple complaints. I decided not to return the call. Little did I know I would get repeatedly harassed with multiple phone calls daily. I finally answered and said we were no longer interested and the agent hung up on me. Sure justified us not continuing to do business with them.,1
Eric,"Tigard, WA","Reviewed Oct. 22, 2014","After checking one lender (call them Lender_One) for a VA loan, I checked Quicken. I got great service, a great rate, estimated closing costs were half of Lender_One. I was thanked for my service. Nice beginning experience I thought. The pre-approval letter lacked detailed information. It offered 7% less than what I requested and both the loan amount and sale amount were the same. I requested a GFE. Painful to get it, but I made an offer based on Quicken's estimates. GFE came in and was completely off of the estimates. They requested every document known to mankind. I had to pull my offer and redo the numbers so the seller financial was the same as the first offer. I had to offer an additional 4K to make the deal. Beware of QL.",1
Eileen,"Blue Bell, PA","Reviewed Oct. 21, 2014","I have bought and sold 7 homes and I have NEVER dealt with such incompetence as I have dealt with at Quicken Loans. Every week they seem to assign a new person to service my mortgage application - each one less intelligent than the other. They review and ask for the same information with every new person assigned. I have literally provided the same information no less than 10 times. I finally got so disgusted that I told them to cancel my application and I would just pay cash for the property. Because they had already ordered the appraisal I was told that they couldn't do that. Do yourself a favor, use someone else!",1
jeff,"Lagrange, GA","Reviewed Oct. 21, 2014",I was in severe debt. Quicken loans quickly and very cost efficient got me out of debt by helping me with the refinance paying off 2 vehicles and several thousand dollars credit card debt and my mortgage only increased 100 dollars a month. I was only 3 years into the original mortgage so there was not a lot of equity in the house. Thanks quicken loans.,5
tinesha,"Chicago, IL","Reviewed Oct. 20, 2014","I am currently in the process of getting together everything I need to buy my first home. With that I am calling around trying to understand the process, ask questions and trying to find out minimum requirements. So anyway I called to try to see what they could or couldn't do & the guy I spoke to was supposed to be a team lead and couldn't explain credit & how it plays a factor, talked while I was talking or talked over me, told me he wasn't an expert although he looks at and deals with credit/scores all day...??? WHAT! Then he didn't tell me they use Experian credit reporting & gave me a score that was over 100 points lower than my Transunion score which confused me completely. THEN told me that I'll never be able to see my real credit score like most banks/mortgage companies. I'm like WTF? I was so mad. And he went back & forth with me about the situation. Crazy mess, based on that I will look for another mortgage company. I feel the customer service lacked tremendously.",1
Tracey,"Warren, OH","Reviewed Oct. 16, 2014",Beware of Quicken Loans! I've read all reviews and didn't want to believe it. If it sounds to good to be true then it probably is. I started my loan 8/24 and now almost 2 months later I am still getting the run around. They just now verified my employment. I would think that would be one of the first things you would do. Don't believe anything they say.,1
William and Mary Jane,"Venice, FL","Reviewed Oct. 15, 2014","Gave us pre approval for a FHA loan after we gave our honest financial information. We sold our home and had a new home lined in five weeks. The loan officer screwed us up by approving us for FHA and then the last minute tells us we do not qualify for FHA. Bear in mind we went through the scrutiny and got a pre approval letter, the individual name was Jonathan **. He led us down the garden path thinking that all was well then emails stating his mistake, he found we're not qualify. He was reckless in his information and feckless in his follow through, he has cost us time, energy, and a great deal of emotional distress. These guys that work for quicken are sharks that swim in a sea of verbal vomit. Stating untrue facts without any real substance to back them up. Get it in writing before falling for their lies.",1
Pam,"Lakeland, FL","Reviewed Oct. 15, 2014","I found the wonderful attraction of having my mortgage interest rate lowered to 1%. Too good to be true. I put my information as my name and address and cell phone number as requested and I got 9 phone calls in one day that I could not answer because of my job. So today got a call and told the guy, ""I read all the comments and your company sucks,"" I do not want to deal with him and stop the calling. This was around 8:00 am. At 11:30 am got another call from Quicken Loans and said, ""I have your address as this and have couple questions to ask."" I said again, ""I do not want to leave with your company as you suck."" Waiting for the next call. Don't think this will stop.",1
Gary,"Anchorage , AK","Reviewed Oct. 15, 2014","I have tried 2 times to get a loan from these guys. The 1st time I tried to get a loan was they called me and had this good deal Harp loan. After putting $500 good faith money down it was determined that I could not qualify because Taxes in Anchorage where too high and couldn't fit Harp Guidelines. Asking for money back was a joke. ""We appraised your house already."" No one ever came out to look at my house. All they do is comps in area and that's what they go on. I told the so called supervisor I wanted my money back, that I was lied to. He said all calls recorded and he would check. No call back, no money back. I called and told them they could stick the loan **.",1
david,"Lancaster , CA","Reviewed Oct. 14, 2014","After pre approval and signing their paperwork and paying the $500 good faith deposit we got nothing but bounced around with regards to who was handling the loan. It finally got a solutions consultant assigned to us and let the games begin. First we had to provide documentation as to our deductions on our tax return then pay off this account and that account. We provided proof that the balances are paid in full every month, anyway they started on other credit cards. Same thing - paid in full every month. Then on two accounts that actually had a balance (under $200 each), they were paid off but now they want us to close the accounts so you cannot run up a balance after the loan is funded. Really, both accounts have a 5k limit. If we were going to have a large balance we already would. Anyway, caution - you will just waste your money and time and end up with a respectable lender in the end. The only thing we did get out of this is that Zillow's site is within dollars of what our appraiser came up with dollar wise.",1
Bruce,"Cassville, WI","Reviewed Oct. 10, 2014","EVERYONE is right. It doesn't matter what the circumstance, they deny your loan with an email in the middle of the night. This is after three months, multiple requests for paperwork, multiple people, excuse after excuse. Say your loan is approved, do the appraisal etc etc., then deny it after months and multiple reassurance ""everything is fine, our sleeves are rolled up, we are working on your loan"", then keep your money. I was not aware of this site until I had already been suckered into their phone call and applied. How they can get away with this is unreal.",1
Inez,"Upper Sandusky, OH","Reviewed Oct. 10, 2014","What happened was that they scammed me and my boyfriend....they took almost $500.00 dollars. Damn thieves, they don't have no heart taking money of people that they need it for some other stuff important. We have families to feed not broke lazy **. ",4
Donald,"Ocean Springs, MS","Reviewed Oct. 8, 2014","I told the representative Quicken Loans because of way I was screwed over and lied to in the past. Offer was to reduce loan from 4.25% to 3.875% saving $132.37. Something wrong. Current loan Principal & Interest = $604.35. The offer P&I = $565.11. That's only $39.24 short $93.13 of the $132.37. Ya know where that $93.13 would come from?? Currently I have a monthly Overage of $93.13 I'm paying into my escrow account. I questioned my escrow time and time again during the conversation but he kept saying ""it would be reestablished"". Well DUH. Because I'm paying an overage right now! I have no intention of paying them three more year worth of interest to save just $39.24 a month. My request would be for them conduct another escrow analysis on my account and offer to remove the $93.13 Overage from my current escrow payment. What really pisses me off that Quicken Loans would be this disrespectful to veterans! Because I'm sure I'm not the only veteran you have done this too!",1
Kory,"Red Bluff, CA","Reviewed Oct. 7, 2014","First of all I'd like to thank everyone for warning my husband and I about Quicken Loans. We wanted to do an FHA Streamline refi on our house so we thought we'd contact Quicken. The lady we spoke to was fairly nice (except when she laughed at us after verifying several times that this was truly a ""no-cost refi""). We paid the $400 ""good faith deposit"". After we started looking at the paperwork they sent us we noticed that there were so many errors. Our employers, the amount of time we've been with our employers, addresses of our employers (I think they seriously just made the information up). ",1
LAJUAN,"Lampasas, TX","Reviewed Oct. 7, 2014",My current home is refinanced through Quicken. Have never missed a payment. Have great to excellent credit. They promised a loan for a second residence due to spouse illness and when it came time for the loan process they CREATED a reason why they could not complete... Never use them or Shareese ** or her manager... always passing the buck. As soon as I can I will refinance with someone else.,1
Francis,"West Palm Beach, DC","Reviewed Oct. 6, 2014","I was told by Ray ** on July 17 that my refinance loan payment would be $890, and that I would only need $700 at closing. I signed a contract with those terms. The next thing I know they sent a new contract asking for $1100 per month payments and over $4000 at closing. On July 26, I e-mailed Ray ** that I no longer wanted to do business with Quicken Loans. I was asked to provide $200.00 as a good faith deposit.",1
floyd,"Greenville, MO","Reviewed Oct. 4, 2014","Only wish I had been aware of this site prior to giving over $400 to these scam artists. After being contacted by Aaron of Quicken Loans and being offered a really great deal on a refi I bit and now after having incompetence and idiot activities demonstrated repeatedly, I was denied because there was no other homes sold in the local area that resembled mine.... What a load of it..... The appraiser listed three that were over 35 miles away and did not in any way reflect a similar dwelling. There is a city of 35,000 not 18 miles and no houses were sold in the area. So anyway, the whole process is get your $400 and then try and find a way to terminate the process. SCAMMERS for sure...",1
Wayne,"Omak, WA","Reviewed Oct. 4, 2014","I had applied for a refinance mortgage to pay all my visa and bills way back on May 17th 2014, they already had ALL my information from when I financed my home though them 2 years ago, but I went ahead and jumped through all their hoops and BS, everything was going OK, very slow with customer service and returning phone calls or emails. Once going 28 days without hearing anything on my loan application, or they might call and need one Last piece of BS information and my money would soon be on its way, having told me that several times, I get a call 5 months of waiting for it to close, and they told me, my loan application had been rejected because my credit score had dropped in the five months it took to process my loan for these outstanding bills I had occurred and was going to pay the all off with my refinance. NOW my credit score has dropped to a 5.8 the worst in my entire life! As I am 62 years old and now my good credit is ruined beyond my ability to repay. I could of should of, had our local mortgage company take care of me right here in my small city in eastern Wa. Please folks beware of CL, their customer service is very poor at best and they lie right over the phone. And now it seems they have lost all MY application paper work, I am seeking a lawyer's advice and plan to sue them.",1
Mark & Elsie ,"Oakley, KS","Reviewed Oct. 3, 2014","When applying - was OK, it was after - the nightmare started. They wanted countless documents then they use to pay off debt that didn't even matter such as bank note, car loan - everything that help us build credit, they wanted it paid. We done all they said with in three days a normal bank would say yes or no you have the loan. Three weeks later after title search and appraisal, they denied the loan. $1000.00 wasted. They said debt to credit was too high. They don't keep in touch with you - only thru their Website. If you want to lose money, credit then use them. If you want to keep your money stay away from them. Your dream will turn into a nightmare, trust me it's true. It's better to use local bank for home. No hassle and your dream of owning your own home will come true.",1
Steve,"Plano, TX","Reviewed Oct. 3, 2014","I spoke with Karlee **. She was one of the approved Quicken Loan Mortgage Bankers. She took a lot of personal information and said I was Pre-Approved for the loan. However I would have to pay $500 for an Appraisal fee in order to get the Process Started. Frankly I have never heard of having to pay money before any documents were signed, but since the terms of what we discussed on the phone sounded OK, I paid the money. I started reviewing the documents the next morning and immediately found that there were over 3K of fees included in the Loan and that the Loan Pay back amount was $29 more than was agreed. I have called Karlee to say I am not going forward with the loan with them and ask for my money back. Karlee never bothered to call me back so I called Quicken's Corporate Office at (800) 863-4352 and a very nice woman took care of the issue. However, I have a high credit score and this should have never been an issue. Shame on you Quicken Loans.",1
Chris,"Elizabethton, TN","Reviewed Oct. 3, 2014","I wish I had an hour or so to write about our recent experience with Quicken Loans, but unfortunately I have to figure out how to get out of the mess that they have gotten us into! To make a long story short, they have also screwed us on the appraisal part of our VA Loan with them. Originally our house and land appraised at $145,000 or so, our county taxes show it's worth $153,900, and our insurance says it's worth $149,500. Just as we were getting ready to close and have some debt consolidation added onto the loan, they decided that they need 1 more appraisal, and SURPRISE!!!! Our ""New"" appraisal is now a whopping $125,000!! ",1
Greg,"Symrna, DE","Reviewed Oct. 1, 2014","Horrible service... horrible loan process and customer service by Matt **, Joy **, and the underwriting clowns. They string you along, lie to you and waste your time. Their whole process is a scam.. excuses.. very slow... Outright lies and con artists. Ignorant acting on the phone..yes Joy **, this means you... Do not use the...**...Brian **, just as bad...",1
James,"Watertown, CT","Reviewed Sept. 29, 2014","I qualified for a mortgage about 2 months ago. They requested various documents including two tax returns, current pay stubs, retirement account statements, retirement account terms of withdrawal, W2 forms, verification of employment from my summer painting job. They stated that my painting liability policy was good enough, but after I sent to them, they said they needed other documents. They also wanted a letter explaining why I was making less money this year on my night job than I was last year when I am making more this year. I can't figure them out. They paid for my home appraisal, so I figure that they aren't crooks. At this point, I am concluding that they have a very big, disorganized operation with too many people working on each loan with computer restrictions that are micromanaging the entire process. I don't think this loan is going to go through. I called my current mortgage company. The guy I spoke to there seemed more together and responsible.",1
Laura Lee,"Melbourne, FL","Reviewed Sept. 26, 2014",My husband had a mortgage with Quicken and we sold the house and bought another in Florida. I am now going to work remotely from Florida which is not a strange or crazy idea these days. We each have extremely high credit ratings and were pre-approved. We were halfway through the process and almost to settlement when Quicken wanted a letter from my employer stating my 'exact' work location. Skip to end of story - they were not going to give us the mortgage unless they got it! So they only gave the mortgage based on my retired husband's income. They never could explain exactly why I was not allowed to work remotely and travel like 80% of my company. And I know other companies don't require a signed letter.,1
Wilma,"Miami, FL","Reviewed Sept. 25, 2014","The worst co. I have ever worked for a home refinance. After 6 months of asking and asking for doc they did not approve because the homeowner's association did not have a master flood insurance that is not requested by law. I contacted FEMA, brokers, etc and it is not required. They make me lose 6 months when I could have my loan approved by other institution.",5
Ed,"Knightdale, NC","Reviewed Sept. 24, 2014","Quicken Loans contacted me about refinancing my mortgage. It all seemed good, I had done business with them several years ago and it went smooth as silk. This time however, I cooperated with them and it seemed as if every time I sent in documents they said they needed, they wanted more. They even lost a couple of my documents and kept asking for more. The bone of contention was over my child support agreement. I sent them the official court order which modified my child support in 2009 when my son became of age. That document showed the current child support amount. Yet these people wanted my final divorce decree from 2000, which has absolutely nothing to do with my current support amount, which is documented on the most recent order from the court. They wanted to know the names of my children, their ages, and matters such as that to ""better understand my debt to income ratio"" which has nothing to do with their names and other private information. ",1
B,"Leonia, NJ","Reviewed Sept. 24, 2014","I just read a few of the other reviews (should have done this first but trusted my broker)... I have had the same experience as most others. Don't even try to get a loan from them if you have ANY debt. I mean ANY! They go by numbers and insist you pay off anything and everything. Don't believe when they say to keep going and they will get an 'exception' from the underwriter. It doesn't happen. They take your $500, tell you that you are pre-approved then bang... you're not. You deal with many different people and no one takes responsibility for you. It's not worth your time, money or energy. Go to a banker!",1
prince,"Philadelphia, PA","Reviewed Sept. 24, 2014","On Aug. 8th, 2014, I applied for a FHA mortgage with Quicken Loans for 35k with a closing cost of $3,700.00 which I had. QL then told me I would need a gift from a family member in the amount of $1,587.00 bringing closing to $5,400.00, which I had. The house got appraised for only 20k so me and the seller agreed I would buy the house for 20k. So you would think my closing cost would be cheaper right. QL called and told me that I would need $8,200.00 at closing on a FHA mortgage with 3.5% down on a 20k mortgage. They told me it was FHA guidelines. So I called FHA and told FHA my situation with QL. FHA told and emailed me documents of their guidelines which was totally different from what QL told me. QL misrepresented FHA guidelines in order to have me come to closing with $8,200.00 on a 20k mortgage.",1
javi,"Portland, OR","Reviewed Sept. 23, 2014","Refinance my house was the most frustrating experience with these guys since day one. All the process last 5 months and got as an answer ""I do not qualified""... After five months they realized that my ratio/debt was too high. They stole $400.00 saying that this money will be used to lock the interest rate promised. When I asked to get my money back they said was used to pay the appraisal. Do not do business with these thieves that are behind your money. I wish could read the reviews before let me scam by these people. They are so unprofessional. After having this bad experience could refinance my home with a local credit union that gave me a good interest rate and close in less than 20 days. Please stay away from these scammers!!!!",1
Portland,"Portland, OR","Reviewed Sept. 17, 2014","I already have a loan with Quicken. It closed in like 9 days. They told me I was special and that they would ""look out for me"" if I could get a better deal. Tiffany cold-called me with this too-good-to-be-true no-cost refinance offer. It was too good to be true, but not after wasting a considerable amount of my time. I was told the insurance requirements have changed. Even though I have enough cash available to pay the loan off (300K) and have ridiculously good credit and no debt other than the house and an MD income, I still deemed to not be a good candidate by the ""Solutions Experts"" i.e loan killers. The entire process was initiated by Quicken. All they wanted in return was for me to tell all my colleagues at the hospital about how wonderful Quicken is. Quicken then made me feel like some sort of criminal and wasted a bunch of my time. At some point I will sell or refinance - with another lender. If the offer is to-good-to-be-true, it probably is. Quicken is just another Big Bank. Except Big Banks want to do business with me.",2
nick,"Seal Beach, CA","Reviewed Sept. 17, 2014","So we contacted QL to get a HARP loan. One of the first problem identified by QL was that our current loan servicer has a different address than that by Freddie Mac. We went through so many hassle to get that fixed. Once it was fixed, QL continued with the refinance process. After six months of onerous checking, and double checking our finances, QL personnel gave me a Dear John phone call, saying that it cannot complete the refi due to incorrect address. Throughout the process, I emailed QL three times, asking whether it would be able to provide the loan, and all three times, they said that it would be done in a couple of days assuring me the the loan was being funded. Twice, QL loan people tried to schedule us to sign the paperwork. I wanted to end the refi with QL because I could have gotten a better mortgage rate at the time if QL could not complete the deal. ",1
Bill,"Gardnerville, NV","Reviewed Sept. 17, 2014","I was replying to a letter we got saying they could refinance our current mortgage at 3.13%. This is almost 1.12% less than our current rate. So I called and spoke with a man called Taylor. He seemed nice and knowledgeable. He didn't have a problem looking up our current loan or credit score. He suggested several different ways we could go including a 5-1 program where we would pay 2.99% for 5 years then the loan would increase or decrease 1% a year until a maximum of 7.99% was reached. He also stated they could refinance us after the 5 years. I said please send that in writing, and he continued on saying our loan would cost us $5,400 or so. Then he wanted me to give them $400.00 as in good faith something or other. I said I won't send anything without seeing something in writing. Click! The phone went dead. Are we being scammed or what. ",2
James,"Roanoke, VA","Reviewed Sept. 17, 2014","We are senior citizens who at Quicken's invitation applied for a refi loan on June 19th, 2014. We paid a $500 fee that night for a home appraisal, which did come back in our favor. This was the only good thing that happened. Over the next three months we were approved for three different loan amounts and supplied mountains of documents that were requested. We supplied the docs multiple times. We still do not have a loan, nor do we expect it. This company appears to be working for you, but in reality, they take your money and give you nothing back. We have ask several times for them to let us know if we are going to close and they will never answer. They just send you to someone else and the process starts all over again, tying you and your spending needs up for more weeks. Very bad company. Avoid at all cost.",1
Beatrice,"Elk Grove, CA","Reviewed Sept. 13, 2014","We were applying for a refinance with another mortgage company and Quicken loans loyalty unit contacted us and advised that they could give us a good deal since we already had an existing loan with them. They started the loan application on 07/10/2014. To begin, they made us close out the credit cards they said would be included in the refinance. They made us get zero balance and close-out letters. This caused our FICO scores to take a negative hit because of the closed accounts. ",1
Dawn,"Portland, OR","Reviewed Sept. 12, 2014","They promised no appraisal fees... and then charged me appraisal fees (as a condition to close). The whole purpose of refinancing was to lower my interest rate and thereby lower the monthly payment on my rental. One year into the loan and my payment has increased and I am now paying MORE per month than I was originally paying prior to the refinance because they ""understated"" and apparently ""undercollected"" taxes for the first year... They completely misrepresented the monthly payment!!! DO NOT USE THIS COMPANY!",1
Art,"Boise, ID","Reviewed Sept. 11, 2014",We made the mistake of contacting these people. Absolute disaster. At no time did any one team member know what anyone else was doing or had done. My wife's place of employment was contacted one dozen times for proof of employment. We were dealing with certifiable idiots.,1
Jacqueline,"Carmichael, CA","Reviewed Sept. 11, 2014","Responding to an online ad, I spoke to Daniel ** at QL. I told him we were underwater on our home with an almost 8 % mortgage. He ran our credit and said he could help us. I ask about the HARP HAMP programs but because we are paying less than 31% of our income, we had been told we don't meet eligibility. He again said he could help us. Needed $500 for appraisal. I advised him again that the appraisal WOULD NOT come in at our balance. He assured us again. When the papers came through he had input an amount $180K above the appraised value. We knew the amount was completely off base and advised him. ""It's just a placeholder til we get the appraisal, we can help you"". The loan they said they could provide would have added almost 20K MORE to our deficit in buy down fees, we are in our 60's and disabled. My husband needs to retire. All this info was given. They basically took our money. He probably gets a bonus on the number of applications he generates. DO NOT USE A CALL CENTER MORTGAGE COMPANY.",1
Tim,"Youngsville, LA","Reviewed Sept. 10, 2014","To the Quicken Loan Team, I choose you to handle and secure a mortgage over multiple other agencies for a variety of reasons. One if which was your name and reputation. After only a few weeks did I find that I had made a mistake. I was asked by Josh to pay a $500.00 good faith agreement to use Quicken as my mortgage company. I have purchased many houses and this was the first time a mortgage company asked for this agreement and money. This action was a concern at first but I thought it was standard operating procedure at this time. ",1
enlin,"Lake Bluff, IL","Reviewed Sept. 9, 2014","The loan contact tended not to answer our calls and emails. They put me in a wrong loan category -- we are buying a house that we intend to live in when we retire and sell our present house next year. In the meantime, to defray the mortgage expense, we shall rent the house out until we are ready to move. Quicken called this a second home, which was fine by us. Two days before closing, they decided that it is an investment unit instead, so they have to change the loan to a lower amount. If we didn't have the available assets to liquidate, we would have been in default and we would have lost the earnest money. There was delay after delay on Quicken's end, two weeks after the initial closing date. Lucky for us that the sellers were accommodating. Underwriting did not accept that we had the cash for closing even though we pointed out the documented assets. In final review, they would not accept our documentation that we are employees of the business that we own. There was a lot more.",1
Chris ,"Milton , MA","Reviewed Sept. 9, 2014","Quicken called and promised a refi ""that will not cost you a penny"". I have documented emails where they made that promise. During the course of the loan process they convinced me with used car dealer double talk - total lies - that my cost would be nothing. They promised that my previous escrow account would be transferred to the new loan account. They ended up adding $2,200 to the loan amount. They had about 5 different reps call me - each one giving me a different story, different cost numbers and different promises. It ended up adding in costs that totaled thousands of extra dollars. If my ARM was not close to expiring I would have stopped the whole process. Don't believe a single word they say - they are the sleaziest group of double talkers I have ever dealt with. I totally regret doing any business with these crooks. STAY AWAY FROM QUICKEN LOANS AT ALL COSTS!! ",1
PAUL,"Rancho Cucamonga, CA","Reviewed Sept. 6, 2014","I tried refinancing my home with Quicken Loans....huge mistake. First, I paid $500 to have my home assessed, and the guy they sent miscounted how many bedrooms I had. He listed it as a 3-bedroom, when in fact it's a 4-bedroom. I asked them to fix it, which they never did. Then, they called me with all the final numbers, and my total loan amount was $7000 more then I owed on my home. I asked them where that $7000 came from. They told me $500 of it was for the assessment which I already paid. They also tried saying I owed $1000 more on my home than I really did. That's $1500 I would've been robbed for. Quicken Loans is a criminal organization out to rob the consumer.",1
Laurie,"Middlebury, CT","Reviewed Sept. 6, 2014","I have been dealing with this unorganized group of individuals for months. They call themselves a team but never know what each department is doing. They primarily make you deal with them online in an account where they email you messages etc. Very impersonal considering the amounts of money people are asking for in a home Loan. They assure you everything is going fine yet constantly have problems which arise and push your closing which in the beginning they were so optimistic and positive about. Therefore you have to keep e-signing new interest rate locks every so many weeks. After months of running your own butt off to get things done and resent, also dealing with their so called miscommunications and having you pay for the appraisal, they SEND you an email at night and deny you the Loan. Not even a phone call. If I didn't go check my email everyday I would never have known. They are highly unprofessional. Never ever deal with them is my suggestion. Something is definitely not right in my opinion. Very angry and disheartened.",1
Michael,"Fort Worth, TX","Reviewed Sept. 5, 2014","Don't be a fool like me! I let Quicken Loans steal $400 right out of my checking account. I paid Quicken Loans $400 to refinance my home mortgage. Two months later still no refinance, no contact from Quicken Loans, and no refund of the $400. Ryan ** (800)226-6308 ext. **, a Quicken Loans representative, told me during our initial conversation that the $400 fee would be refunded if they were unable to refinance my home. I've implied to them twice that I want my money back since they have refused to refinance my home even after supplying them with every document they asked for. I never received a refund or even a reply regarding my refund from Quicken Loans.",1
Robert ,"Old Greenwich , CT","Reviewed Sept. 4, 2014","Most incompetent and unethical company I have ever dealt with. People think that most of the scumbags who caused the most recent mortgage crisis were flushed down the toilet but no, they work at Quicken Loans. NEVER DEAL WITH THIS COMPANY. WORST OF THE WORSE SCUMBAG MORTGAGE COMPANY.",1
Carolyn,"Indpls. , IN","Reviewed Sept. 4, 2014","I strongly do not recommend this loan company. They are ""professional scam artist"". They actually enjoy scamming Americans every day all day and told me when I asked for my money back, I'd have to pay more money to get the loan I'd applied for. They stole $1,400.00 from my husband and I. They have no conscience as they told me “Who Is The Fool... I got your money didn't I, LOL, LOL.” They went as far as to tell me They ""** me"", lol. This was the last straw. I'd already call the police to no avail. If you have used PayPal Green Dot card, STOP right now. Do not reveal your code number to them. Giving them your code will mean your money is lost and you will have no help, because the Green Dot card says in red, they are not responsible!",2
Toria,"Brunswick, OH","Reviewed Aug. 29, 2014","My husband and I are currently under contract for a home and our lender is Quicken Loans. At first, they seemed like a great choice for a mortgage lender. Then as time went on, the experience became worse and worse. We are only a few days away from our closing date and they are now threatening to move our closing date back even though our realtor says they are not allowed to do that. They keep asking for documents that we have already given them. We talk to someone different from the ""team"", all of the time and a lot of the times they say something different than the last person. Bottom line - this is our dream home and Quicken Loans has turned it into a nightmare.",1
Lori,"Erwin, TN","Reviewed Aug. 29, 2014","Requested VA loan to be refinanced, and include my HELOC loan. Submitted all paperwork, gave $400 good faith money, and began the process. In reviewing application, noticed right away a lot of incorrect information, ie, my employer name, and age of people living in my house. She told me I was approved for a ARM 5/1 loan at 3. 25%. Next day I checked to see if she corrected the errors, and the numbers were with 3.75% rate. Next day she called and said everything was good. I checked the paperwork, and the loan was now a 3.99% fixed rate loan. I wasn't even told about the change in terms of the loan. Still a good deal, but with the numbers changing so fast, I am not so sure they won't change again before closing, even though, each time the rate was ""locked"". She said it was because I signed the statement of child care for my granddaughter and the debt to income ratio was too high. ",1
David,"Oak Park, IL","Reviewed Aug. 29, 2014","We had the worst possible experience refinancing. Incompetence all around, couched in 'engineered to amaze!' Well, guess what. Amazed to survive. Nobody knew what anyone else was doing, papers were required at the last minute that could easily have been requested sooner, then more, then more, etc. Finally we closed. And they 'OMITTED' essential documents. And assured us one thing would transpire re monthly payments, only to do another, making us nearly late, etc. etc. etc. We had previously been with QL and assumed, incorrectly, that this would facilitate. WRONG. I wound up going to a local Title Company to arrange for documents that QL should have gotten but could not, it turned out. Shameful. Disgraceful. DON'T USE THEM AT ANY PRICE.",1
Hector,"Biscayne Park, FL","Reviewed Aug. 26, 2014","Started with a great experience with Quicken loans. Was on time with required documents as requested from the loan specialists. As we got closer to the closing date, Appraisal was turned in late and returned due to the incorrect written information. Good Faith Estimate was emailed a week before the closing date, which by law is 3 days after signed contract. By the way, they refer to it as ""Know your numbers"". Day before closing date, received a call late in the afternoon requesting a letter from employer. Bottom line, staff are unprofessional, incompetent, lack of transparency and all work on a ""team"". Wold not recommend Quicken loans to anyone as I saved money by going to a regular Mortgage broker.",1
Tanja,"Tampa, FL","Reviewed Aug. 26, 2014","I applied for a mortgage loan with Quicken Loans. Originally my fiance and I were both supposed to be on the loan but since my credit score is much higher Quicken recommended to remove him from the loan and have only me on there even though I make much less money than him which we pointed out to our Lender who insured us that it would not be a problem. We submitted all the documentation they required (recent paystubs, W2's, bank statements and so on) and they also ran our credit reports. After they pre-approved us/me we picked out a home and made an offer and came to an agreement with the seller. We immediately submitted a copy of the contract to Quicken. ",1
R.,"Winnsboro, TX","Reviewed Aug. 26, 2014","After seeing their ""Engineered to Amaze"" TV commercials, I went into their website on 6/29/14 and input the information to receive a quote which opened up a chat with our Mortgage Banker (I guess this was a loan officer?). She was very nice, helpful, patient, and attentive during the long chat. I told her we wanted to pay no or very little closing costs. She said ""no problem, they could roll them into the loan"". I gave her all the personal information she requested (income, etc.). She then said she had input everything into the Desktop Underwriting system and it came back with FNMA giving us an appraisal waiver (we didn't need to have a new appraisal done). This was great news! She offered us a 30 yr fixed rate of 4.75% with 0 points, rolling in all closing costs, but didn't offer to pay any of our closing costs. ",1
Chris,"White Plains, NY","Reviewed Aug. 26, 2014","Our loan process started out fine enough - a phone call with a personable broker who walked us through all of our options, explained the process, etc. We did some research, read a few of these reviews online and thought we'd take our chances since it was such a good deal and would probably still be easier than going through a conventional bank where we've had some hassles in the past. Were we WRONG!",1
Gloria,"Lubbock, TX","Reviewed Aug. 25, 2014","Started process and was approved. Then Quicken Loans wanted me to close my 2 credit card accounts I had for over 10yrs. Told me it would not affect my credit if I closed them. I did not agree, so then they wanted my 401k cash value if I would not close credit accounts. Would have been nice if I had been told about closing good standing accounts prior to having my credit ran for approval. Would not have started process. They require too much, when I had 40% equity already on my house.",2
Marco,"Lansing, MI","Reviewed Aug. 22, 2014","I should have listened to the reviews I read but however I thought it was just isolated incidents....WRONG. There goes my 300.00 dollars, good faith deposit for an obviously WRONG appraisal, there goes my ""independent"" appraisal by a bitter, rude, late appraiser who obviously had a problem with me from the beginning. Quicken Loans gets your hopes up and moves on leaving you scrambling and wondering ""what just happened"". Sure they are nice in the beginning...but I warn you .....watch out.",1
Hal,"New Orleans, LA","Reviewed Aug. 22, 2014","I called a Quicken loan specialist around August 6th and told the rep that I hadn't paid the July 30th mortgage payment. He said the mortgage had to be current before consideration and that I could reapply in 11 months. (Payment was 7 days late.) I made the payment and got a new rep who said they had no record of me and that the loan refi, based on over 50k in equity, was fine and I could likely get the loan around 4 to 4.75%. I read some of the reviews and my next email I asked a few questions and a few hour later received answers.",2
Nancy,"Benton, LA","Reviewed Aug. 22, 2014",I would like to thank the many people that took the time to tell about their experience with Quicken Loans as I really feel that you saved us a lot of time as well as money. We were just about to go with them but something told me to Google and check out and found the over 1000 complaints. Thanks again and sorry that they took advantage of you!!!,1
