Author,Location,Date,Comments,Rating
Cearson,"Plain City, UT","Reviewed March 10, 2021","Samantha, our banker, went above and beyond for us during the whole process. I felt like we developed a solid working relationship and was always quick to respond to any questions I had and reviewed my documents promptly. I highly recommend her.",5
Brad,"Other, USA","Reviewed March 8, 2021","Easiest, fastest, least painful of all the many and many years of refinancing. Tools worked flawless, team was responsive, I spent very little personal time to get this done. I Will use Rocket again and recommend to friends and family.",5
Amy,"Garden City, KS","Reviewed March 5, 2021","Very responsive and helpful throughout. Changed closing date multiple times with no issues. Handled everything with title company, closing. Communication at every step via phone email and text at all hours! Loved it. Would definitely recommend to anyone who doesn't want to wait on a bank to get to you!",5
Clayton,"Wailuku, HI","Reviewed March 4, 2021","Closing date was set for February 7th, but Notary was not sent documents. Closing rescheduled for following week, February 14th and closing went smoothly. Both mortgages were with Quicken Loans. Received several late payment notices due to the rescheduled closing date, needed to call to clear up the confusion. Internal company communication needs to be reviewed and improved so one department knows what the other is doing.",3
Kent,"Highlands Ranch, CO","Reviewed March 4, 2021","The process and service I received was second to none. Everyone was knowledgeable and friendly through the process and I appreciated that. I would definitely recommend Rocket Mortgage to anyone who is looking to refinance a home, condo, or townhome. Thank you!",5
Jose,"Davenport, FL","Reviewed March 3, 2021","I applied for a refi but decided I didn't want to continue the process. I receive a call from them and told them I wasn't interested anymore. Customer service rep kept texting, pushing me for information, even after I told them I wasn't interested. For this reason alone I will not do business with them and do not recommend them to anybody.",1
Jessica,"Cedar Hill, TX","Reviewed March 2, 2021","What you will save in convenience you will pay for with your mental health, trust me. When you don't need them they chase you down like the Feds and when you need their help they ghost you like that hot guy you met at the bar. When we started our refinance they called me every day, sometimes MULTIPLE times a day to ask me about the documents even though there was nothing new to discuss. Even when my lending agent was out for a funeral, her boss called me and I told him what I had told her the last 4 days...""I'm working on it"". Once they had what they need to ""lock me in""...crickets! They were so uninvolved after that point that on the day of our closing, our closing agent needed to reschedule. We figured that out 15 minutes AFTER our scheduled closing time when I called them to figure out why no one had shown up.More",1
Teresa,"Mesa, AZ","Reviewed March 2, 2021","My experience since the beginning of my Refinance of my home was fast, easy, non stressful and gave me best options for me. Happy to have Quicken Loans because the people in company really care to make it as painless as possible.",5
Judean,"Brandywine, MD","Reviewed March 2, 2021",The process was quick and timely. Erin was great! She walked me through the process and answered all my concerns after I told her what I needed. The updates on the website was instrumental in keeping me informed. All in all this was a great experience. I can breath again! Thank you Quicken Loan Team.,5
Phil,"Nazareth, PA","Reviewed March 1, 2021","When I'm able to shave over 1% off my current interest rate without having to leave my house and without sacrificing time away from work, I consider that a major win. James was fantastic through the entire process, keeping me fully informed every step of the way. I never once worried that something was wrong, because James told me what to expect and when to expect it. I've been a Quicken Loans customer for 10+ years and I don't plan to change that anytime soon.",5
Sue,"Virginia Beach, VA","Reviewed March 1, 2021","Highly recommend Quicken/Rocket. Process is seamless, easy to request a mortgage and refinance is easy peasy. We tell our friends and family to request our advisor all the time. Plus closing is date/time and location of our choice. Thank you!!!!",5
Hector,"Carson, CA","Reviewed March 1, 2021","Every staff member we’ve contacted with questions throughout the process has been not just clear and concise but very polite and helpful, not to mention we closed at a lower APR than originally quoted. We would definitely recommend Rocket Mortgage to friends and family whom are ready to purchase a home, or refinance.",5
Robert,"North Las Vegas, NV","Reviewed Feb. 27, 2021",The entire process was incredibly fast and easy. I wouldn't hesitate using Rocket Mortgage again in the future. Everything is done online. Communication on the process was constant. I only had to make one phone call to clarify and issue and that was even handled quickly and easily.,5
Phyllis,"Dunedin, GA","Reviewed Feb. 27, 2021",The experience I had with Quicken Loans/Rocket Mortgage was phenomenal. I gave them all of my info and they did their job excellently. I am a Realtor of 37 years with a past of working with MANY lenders. The way Quicken and My associate AJ ** work is so client friendly. I have done 2 loans with them personally! It really matters! ** is his information!,5
Richard,"Newhall, CA","Reviewed Feb. 26, 2021",Jason ** was great! The process was really fast.. The cost of the refinance was way too expensive. If I was going to do it again I would definitely shop around. Also I had ten different people call about the same information request. Rick,4
Seana,"Claremore, OK","Reviewed Feb. 25, 2021","I had a great re-financing experience with Rocket Mortgage without risking a a penny of my own money. Not only that, the process was handled easily from my home computer. I even signed the closing documents at my home. They were able to reduce my interest rate by half - and my monthly payment went way down too. I'm impressed with the service and the nice, professional people that I dealt with. Thank you Rocket Mortgage.",5
Juan,"Prosper, TX","Reviewed Feb. 25, 2021",Great smooth and quick process. No issues along the way. Loan was closed as expected. Every representative that I spoke to was helpful and helped keeps the process moving along. My mortgage rep was fantastic. Jordan was quick to answer emails and calls and assisted me with keeping peace of mind. Closing experience was great as well. Overall Great Experience!,5
Mark,"Tucson, AZ","Reviewed Feb. 25, 2021","Thanks very much for a smooth and well done process. My refi went down without a hitch thanks to your team of pros. It was a quick and easy process, and clearly the right thing for us at this time. Thanks again for the help.",5
Candice,"Great Barrington, MA","Reviewed Feb. 25, 2021","Bill Barrette was extremely helpful, considerate and definitely hands on with answering all of my questions. I don’t think there is anyone that could’ve done a better job for us. We are happy to be back with Quicken Loans and Rocket Mortgage.",5
Heather,"Rockville Centre, NY","Reviewed Feb. 25, 2021","I closed on my refinance on February 5, I just received the check yesterday 2/23 after calling several times. I used to be a fan of Rocket Mortgage and would recommend everyone. I'm not a fan anymore. They sent me a tracking number and the envelope was never shipped.",3
Natasha,"Yonkers, NY","Reviewed Feb. 24, 2021","It was a very quick and easy process working with Rocket Mortgage. I was dreading the closing process but they made it smooth and Not stressful. The rep answered my questions efficiently and made me feel at ease. The only issue was that by the time I finished with my lawyers review, some of the fees had gone up.",4
Ernest,"Los Angeles, CA","Reviewed Feb. 24, 2021","After much thought and reflection I finally decided to go ahead do a refinance. The process was mostly streamlined and Carter was an excellent loan officer. I guess the current market conditions pushed the process out farther than my past refis, but I am totally happy with the results. Considering the pandemic I had reservation about the closing and meeting with an agent in person, but it would up being a reasonably pleasant and a hybrid closing with most of the documents being signed digitally and only a few wet signatures in person. Overall a B+ experience since the process took 2 months.",4
Trivet,"Waterbury, CT","Reviewed Feb. 24, 2021","Very good communication and fast response. My Closing was due on 02.04.21 but thanks to the hard working representative I've closed on  My new home 02.01.21. Thanks to Nicholas **. He is the best???? I will highly recommend Quicken Loans to anyone looking for guidance, confident, and security when looking for a loan. They are the best.",5
Amy,"Standish, ME","Reviewed Feb. 24, 2021",You guys did a great job working with us on our refi. Sydnie was easy to work with and felt the process was easy. Just passing along praise where due. The only other feedback I have is that the process could have gone a little faster. Thanks for everything.,5
Anthony,"Lithia, FL","Reviewed Feb. 23, 2021","As first-time homebuyers, it was a pleasure working with Anthony. He was patient and knowledgeable throughout the process. He was responsive and answered our many questions during the process. We would highly recommend him to other first-time homebuyers. The overall experience with Rocket Mortgage was great.",5
Michael,"Parsippany, NJ","Reviewed Feb. 23, 2021","My experience with refinancing my mortgage has been awful. The customer service I have received has been deplorable and the constant reminder of how great your customer service is, is an outright lie. Actually, I was lied to on three different occasions during this process once from my loan officer, David **, once from the closing team, and once from Julia **. You have recorded lines so you can review this complaint and see that what I am saying is accurate. As it stands now, I cannot be someone who refers others to Quicken mortgage. The only helpful person who was at all helpful was Anissa **.",1
Antonio,"Fredericksburg, VA","Reviewed Feb. 23, 2021",I had another great experience with Rocket Mortgage from start to finish. The customer service was outstanding and everyone was very helpful. I would like to especially thank Cindy for her excellent assistance who made it a smooth transaction. Thank you for taking care this veteran.,5
Frances,"Tehachapi, CA","Reviewed Feb. 23, 2021","I was nervous this would be a headache like my first mortgage loan through a different company, but it was so easy and convenient. The app made everything simple and in one place. I got updates through the app when anything changed and when I needed to do anything. Everyone I spoke with was always super helpful and kind. Even the title company to sign the last paperwork came to our house and was very sweet! Truly a great experience and will be keeping my business with them.",5
Keith,"Bradenton, FL","Reviewed Feb. 23, 2021",My experience with Quicken Loans was the easiest mortgage process I've been through. I like being able to easily provide documentation through the system. The Closing notary was also great. Next time I need a mortgage loan I'll be back.,5
Kevin,"Lynn Haven, FL","Reviewed Feb. 23, 2021",My house was damaged in October 2018. At the time of that damage I was with another mortgage company. I have been fighting my insurance company to pay me back for all the repairs I paid for out of my pocket. I Finally got the last check for $50006.00. From my insurance company. I spoke to 2 of your loss claim representatives to explain that that check needs to come back to me as quickly as possible.More,2
Dudley,"Visalia, CA","Reviewed Feb. 22, 2021",Quicken is very easy to work with. Our representative Andrew was top notch. He helped us all the way through our loan process. Gave us great advice and was very responsive. Without a good advisor/representative the loan process would be very difficult no matter who is doing your loan. Highly recommend Quicken.,5
Frank,"Copiague, NY","Reviewed Feb. 22, 2021","My experience with Quicken has been terrific. Very easy process. Experienced no problem, quick and easy. Your representatives were all very helpful and it was easy to get hold of them. Never waited on hold for more than a couple of minutes.",5
Michael,"Amherst, OH","Reviewed Feb. 22, 2021","I was misled and given incorrect information through the entire process. The process drag out over 4 months. Unacceptable. I was told that a 5000 forbearance amount from my old loan was rolled into my new loan. Upon going through the closing documents that was not true. It was tacked on to the end of the loan. This would have stopped the loan in its tracks had you been honest. I was told all expenses would be rolled into the loan, not true. At closing I had to pay 1600 out of pocket for taxes and insurance. Both of which had already been paid. It took me talking to 4 different people before even getting someone who could help me. Now that I did I am at the mercy of the incompetent county government I live on to return my money. I would not recommend Rocket mortgage to anyone. Very dishonest and getting in contact with people who know how to fix a problem is nearly impossible.",1
Kyle,"Tooele, UT","Reviewed Feb. 22, 2021","We have been Quicken customers for many years. The service was fantastic, as always. The process was quick and painless. Our loan actually closed far faster than we had anticipated. The rates were very favorable and we saved two hundred dollars on our payment.",5
Michelle,"Maricopa, AZ","Reviewed Feb. 22, 2021","Rocket was easy to work with. They were responsive, clear and available. The entire process went without any issues and there was always someone to talk to when I had questions. They returned phone calls and emails quickly and were specific with the answers to my questions. Would definitely use them again!",5
Stephen,"Bellmore, NY","Reviewed Feb. 20, 2021",Still waiting for check for my escrow should be deposited into my checking account would be much easier. My agent Jason could not have been more accomodating. When writing checks to a third party such as American Express they should be paid directly.,4
Stanely,"Concord, CA","Reviewed Feb. 20, 2021","Hello, C. ** handled my refinance with professionalism, accuracy, respect, and speed. He followed-up as he said he would. With all my paperwork in hand, he was able to process my refi within a few days....WOW! He made the refi process straightforward. With the toolset Rocket Mortgage online has built-in, it was easy for me to upload the requested documentation and to find/see items regarding my loan. Thank you.",5
Daniel,"Leaburg, OR","Reviewed Feb. 19, 2021",Refinanced our house and ran into a snag with the amount that was supposed to be disbursed to our HELOC loan payoff. I was able to get help with my first phone call to AMROCK and a new check was cut the very next day. Follow up communications were made by the person helping me. Great group of folks.,5
Gale,"Verona, PA","Reviewed Feb. 19, 2021",If I was informed from the beginning that I did not have to include my Home insurance and taxes in my mortgage there not would have been a need to have the underwriters re-write the mortgage to not include the insurance and taxes. This is the only thing that I wasn't happy with.,4
Kathryn,"Richmond, VA","Reviewed Feb. 19, 2021",The process went very smoothly. I was approved and had papers in hand within hours. Rocket gave me a list of items they needed and luckily I had them on hand within days. Final papers approved within 2 weeks and closed the week after! Whole process took about 3 weeks. Highly recommend.,5
Jacqueline,"Ann Arbor, MI","Reviewed Feb. 19, 2021","Overall the experience was good. There were parts of the refinance that seemed to drag on rather than being efficient. For example, there was the need to contact my insurance ""agent"". In most national companies like USAA, you don't have a specific ""agent"" that you work with. QL didn't seem to get that. They also required information that I could and eventually did provide for them by giving them my policy documents. There was quite a go around with them needing to talk to my agent but USAA not wanting to talk to them without me. QL also wanted me to give out my PIN and other confidential info so that they could access my account. In the end, they got none of this but processed what they needed with my policy. They could have saved me a lot of my time and hassle.",4
Richard,"Houston, TX","Reviewed Feb. 18, 2021","John was very helpful and the loan went smoothly. I was doing a cash out refi with a lot of equity in my previous loan, yet other banks would not do it despite great credit, savings, equity, jobs. Etc.",5
Ronald,"Hercules, CA","Reviewed Feb. 18, 2021","Conor **, and the rest of the Rocket Mortgage team I interacted with during the whole experience were very friendly, responsive and transparent. From the moment I reached out to you, till we closed - the experience was easy and painless - especially during Covid. And final signing of docs was easy too, much quicker than my previous refi experiences.",5
Sallyann,"Cassopolis, MI","Reviewed Feb. 18, 2021","Stayed in touch, kept us informed as soon as new info came in or we needed to respond to. Courteous, cooperative, knowledgeable. Guided us through everything step by step, and did as much as they could via internet. Returned emails and phone calls quickly.",5
Brenda,"Augusta, GA","Reviewed Feb. 18, 2021",The whole team was efficient. They always responded in a timely manner and also with professionalism. They made it clear what information I needed to move forward every step of the way. They made my mortgage experience a positive one. I have recommended Quicken to many family and friends.,5
Jeffrey,"Los Angeles, CA","Reviewed Feb. 18, 2021","This is our 3rd refinance with Quicken Loans and again, we couldn't be happier. Every part of the process was simple and without any surprises. Our loan agent, Joseph **, was absolutely amazing from start to finish. Joe was available day and night to answer any questions or concerns we had. Even as we entered the closing process, Joe was still there for us. Every QL team member we dealt with was equally helpful and responsive. We cannot recommend Quicken Loans enough, and will continue to reach out to them for all of our real estate loan needs.",5
Laurie,"Savannah, GA","Reviewed Feb. 18, 2021",It has been a pleasure working with everyone concerning our refinance with what can loans. I am so very thankful that the service in caring of your individuals with each section addressing the refi have been caring kind and knowledgeable. Thank you again.,5
Horace,"Yulee, FL","Reviewed Feb. 18, 2021",I've been sold to an investor already! I haven't even made my 1st payment. This is one of the reasons why I left my old company. The email we received regarding the transition is insulting. Just because you send an email doesn't take away from the action. Actions speak louder than words. Good job guys and gals.,3
Felix,"Memphis, TN","Reviewed Feb. 18, 2021","It is my second time refinancing with Rocket Mortgage, no other company has given me a better deal than them. I just closed yesterday and I am totally satisfied and very happy to be their customer. I fully recommend Quicken Mortgage and Quicken Loans too. It is a great company who really listen to their customers. Thank you so much! #1 in the market!",5
Chad,"Emmett, ID","Reviewed Feb. 17, 2021","So refined at the lower rate, and I understand there are limits with how fast things can be done and what can be financed. But when my first payment was supposed to be was originally April 1st, which was a bonus to skip two payments right now. Closing took a week longer than expected, so made that payment, and due March 1st. How much due at closing was a joke of a number. Showed as high as >$200.00 ended up being $.79. I wrote a check for that. JUST SAYING.",3
Karen,"Ione, CA","Reviewed Feb. 17, 2021","I was highly pleased with my Quicken Loans to refinance experience. Expectations were communicated timely, did not fluctuate, and were processed quickly. Very convenient. I was working with another lender when - out of total frustration - I contracted Darren at Quicken. I immediately notified the other lender to discontinue my application with them & I switched to Quicken. A choice I don't regret.",5
Jessica,"Madison, NY","Reviewed Feb. 17, 2021","I am happy with the overall experience we (my husband and I) had. Representatives were quick to assist us and answer our questions/concerns. We were kept informed of the process most of the time and communication was great between us and representatives. However, at one point we were repeatedly delayed in closing on the house due to a lack of communication between the other parties (sellers lawyer, sellers agent) and it took several attempts and weeks to obtain an update. There was a lot of phone tag. I do not feel that Quicken Loans was entirely responsible, so you may not have to do anything to improve, but you may wish to keep a record if it happens again to warn other customers of possible delays when dealing with specific companies. Regardless, we will keep quicken loans in high consideration if we require any future loans.",4
Andy,"Salisbury, MD","Reviewed Feb. 17, 2021",I was on the market for a new home recently and I did some shopping for my mortgage. I had dealings with Rocket Mortgage and my opinion was not very favorable. From the beginning to getting the quote we ran into issues. They did not get back to us very quickly with questions we had and the cost factors with them just left a bad taste in my mouth. I would NOT recommend them to anyone.,2
Elizabeth,"Stout, OH","Reviewed Feb. 16, 2021","My experience with Quicken Loans was mostly really good. There were times when I was super aggravated about having to submit so much documentation, that I still feel was unnecessary. Brad ** was great and I really appreciate him helping so much. The other person I talked to and had to work with was not my favorite, Leah **, I think. She just seemed kind of rude at times and was very pushy about certain things being submitted. I would have rather just worked with Brad since he was the most accommodating. They were pretty quick with everything and I’m just happy to be done with it all.",3
Colleen,"Addison, IL","Reviewed Feb. 16, 2021","The entire refinancing process was very guided and easy to navigate. The website and employees were very helpful and knowledgeable. Closing process was smooth, as well. I Would recommend to others trying to refinance. We had a very positive experience.. Thank you.",5
Delna,"Bethesda, MD","Reviewed Feb. 16, 2021",The process we really easy and great communication with loan agent. The only part we did not enjoy was working with the appraiser. The appraiser handled the refinance as if we were purchasing a new home and did a home inspection. The refinance we much less than the value of the house and yet we were forced to fix planks on a deck. This was disappointing and a hassle that did not add any value to the home. Just wasted our money since the deck is going to be removed. This did make me rate the experience three stars instead of five stars. The main reason for removing two stars was the waste of time (time is money) and the money spent for a useless activity and there was no recourse. We either had to fix it or go to a different loan company.,3
Lallias,"Moody, AL","Reviewed Feb. 15, 2021","We decided to refinance with today's lower interest rates. I called our existing mortgage company for a quote. I went to Rocket Mortgage. Entered our information. Within an hour I was contacted. They matched the interest rate, but lowered the points, and waived the appraisal. That was the decision breaker. The loan officer was professional. Went over the loan process in detail, was very transparent. We closed within 2 weeks. Overall a very good experience.",5
Darrell,"Stockton, CA","Reviewed Feb. 15, 2021","After wasting a year with our former mortgage company, I worked with Nathan and our refi was done in about a month. Nathan was prompt, returned messages and calls quickly and when he did not have an immediate answer, he looked up what was needed and got right back to us.",5
John,"Quincy, CA","Reviewed Feb. 15, 2021","Quick, efficient, no pressure, and a very helpful loan agent who actually trouble-shot questions as they came up- I like Quicken loans- ALSO a very good rate, saving me over $200 a month with the new rate! Would recommend my experience to another; I have run into pressuring loan agents that have frankly ""turned me off""...",5
Damian,"Boston, MA","Reviewed Feb. 15, 2021",Everything about Quicken Loans was efficient and responsive. We could not have asked for a better experience with closing our home loan for the first time. Thank you all again! We would highly recommend Quicken and would certainly use them in the future.,5
James,"Grand Blanc, MI","Reviewed Feb. 13, 2021",While this was my 2nd time refinancing the process was smooth and quick. While the interest rates for veteran should be a little bit lower Everything was good at the end of the day. I recommend giving veterans at little lower rate.,5
Dorothy,"Laguna Vista, TX","Reviewed Feb. 13, 2021",Everyone I worked with were courteous and knowledgeable about what needed to be done. They helped the refinance be stress free. The interest rate in the new loan is very competitive and I now have a lower monthly payment. I am thankful for all the help from the associates at Rocket Mortgage.,5
John,"Miner, MO","Reviewed Feb. 12, 2021","Pleasant overall experience refinancing our mortgage with Quicken Loans. Definitely recommend them! Everything went smooth, the representatives were friendly and knowledgeable, and closing went without a hitch. Their rates are hard to beat as well. Try them, you'll be satisfied.",5
Eunice,"Winter Haven, FL","Reviewed Feb. 12, 2021","The team as a whole did a fantastic job working on my loan especially Kristin **. Whatever she did, she was the one that started the ball rolling and she stayed with me until the loan was done. She never gave up on me and worked very hard to get everything completed. I can honestly say this, all that worked on my loan, worked in a professional manner and going forward, I will tell all my friends about Rocket Mortgage. Thank you so much!",5
Franz,"Orlando, FL","Reviewed Feb. 11, 2021",The process was easy once everything was aligned and online application was very user friendly. Only reason for not giving 5 stars was my refi kept getting passed around to different people and got way too many phone calls throughout the process. Rocket Mortgage also does not realize I just did a refi given they keep sending information about refinancing. They were also a bit high the closing costs. Other than that it was a pleasant experience.,4
Bob,"Eloy, AZ","Reviewed Feb. 11, 2021","I wanted to do a fast and easy refi on my home to take advantage of the current interest rates. Except for a few problems in uploading documents that were requested, the process was the easiest and smoothest mortgage experience I have ever had. The portal is pretty easy to navigate and provides a lot of great information. The various people you talk to along the way are knowledgeable, responsive and very friendly. Overall, an experience that is usually painful was relatively painless.",5
Douglas,"Uriah, AL","Reviewed Feb. 11, 2021",Bad on my end. You all have sold my mortgage to another lender and I haven’t even made the first payment. So how many times will my mortgage be sold in a year. I think this is **. I will have another lender take this off of yalls hands shortly. Very very displeased.,1
Anthony,"Scottsdale, AZ","Reviewed Feb. 10, 2021",Everything about the process was clear and accurate. Everything promised was executed in a timely manner. They were honest and efficient. I would use Quicken again. Our advisor was excellent and responsive. We started the loan process in November and closed our mortgage loan in January as promised.,5
Misti,"Washington, DC","Reviewed Feb. 10, 2021","Fast, friendly, very customer-oriented. Will use Quicken Loans every time. I was very satisfied with the service, the loan officer and the process. It has been a joy to use the service. This is my second refinance and it was easy.",5
Philip,"Spring, TX","Reviewed Feb. 9, 2021",Incredible experience working with Rocket Mortgage. I’ve already referred others to it and it made a stressful process very streamlined. We were thoroughly impressed multiple times. Would definitely use them again. Love the ability to do everything electronically and that a mobile notary was able to come to our house.,5
Chris,"Miami, FL","Reviewed Feb. 8, 2021","Enjoyed being able to do everything from an app/text portal. Very efficient but was a bit disappointed with the desk appraisal process and assessment of value (hyper conservative). My LO, Dan was excellent. However the handling once it went to the resolution team was very poor. No follow up, no contact for almost 2 weeks. I had to call back and see what was happening to get the loan to closing (which happened almost immediately).",4
Breno,"Naples, FL","Reviewed Feb. 8, 2021","Mohamoud was fantastic. Very responsive, courteous and to the point. Extremely professional. He is definitely someone you guys should promote. The loan cost is a bit more than I expected, but our interest rate is very good, so I guess it made up for the high loan cost. Most real estate advice says we should pay about 1% of the loan in loan costs, but we paid around 4%.",5
William,"Glenwood Springs, CO","Reviewed Feb. 8, 2021","Quicken loans was fast, effective and efficient. I have done two cash out refinances. Both were easy and fast. I would recommend Quicken Loans to a friend. Everyone at Quicken was courteous and treated my wife and myself with respect. The closing agent was punctual and prepared for the closing.",5
Donald,"Austin, TX","Reviewed Feb. 6, 2021","My wife and I are so happy that we chose Rocket Mortgage to refinance our home. From the very beginning, Rocket was exceptionally helpful and professional. All of our questions were answered promptly with a high level of professionalism. Most importantly, we have a high level of trust in our new mortgage holder: we know that our mortgage will not be sold, and that we can trust Rocket with our personal information and the handling of our account. It’s all about a corporation’s integrity and core values!",5
Tim,"Lenexa, KS","Reviewed Feb. 5, 2021",Very good. Only issue was our existing HELOC was not explained very well on what would happen to that account. We were surprised to learn that is was automatically closed. We talked to both the HELOC and Rocket folks and seemed to get two different answers.,4
Wendy,"Fenton, MI","Reviewed Feb. 5, 2021",The experience was good. Although it took much longer than we expected. We've been through several house closings before and this one by far took the longest. We had to push back the closing date several times. But overall it was good. Thank you!,4
K. R.,"Johnstown, PA","Reviewed Feb. 5, 2021","We got a pre approval letter the first time around but decided to let it expire and work on our financial situation and credit score before getting serious about a mortgage, the second time around we had 3X the cash in the bank and out credit score was 80+ points higher and negative items removed for out credit report! The second time the woman we tried to work with demanded we have twice the cash on hand? And refused to listen to us! We did a lot of research before this attempt but she made us feel like we had no idea what we were talking about this round and she had her own personal knowledge about the local taxes that were way off form reality! How can someone get approved then decided to work on things then get told we are worse off than before? I had to hand up on her before I lost my temper with her!More",2
Shannon,"Corinth, KY","Reviewed Feb. 5, 2021",The service I received great! I have never received service like this before! I will be a customer for life. The communication was like nothing I have ever received with buying and refinancing my previous homes. Everything was done in a timely manner. Not one time did I wait on anything. I never once had to call and make any requests.,5
Kathi,"Beavercreek, OR","Reviewed Feb. 3, 2021","Saw an ad on tv so decided to call. We were quickly connected to an extremely sweet lady named Elizabeth, who was in Phoenix, AZ. I am not terribly tech savvy, but she was so patient and helpful walking me through application online. This was the fastest banking experience we have EVER experienced in our 68 yrs of life! We completed this whole process without ever leaving our house. We must tell you also, that the nice young man, Keith, who came to our house to do the final signing was SUPER organized, kind, and completed everything WITH explaining as we went along, all in 45 minutes! We love him!!",5
Timothy,"Fort Lauderdale, FL","Reviewed Feb. 3, 2021","The overall experience was stress free and professional. My only concern is I felt that the outside appraiser had a bias against me. Since this was an outside agency I do not blame my Quicken team. My suggestion would be to make aware to your staff that appraisal bias is a real problem, so when an applicant experiences it, they will be trained to recognize it. I feel that the entire Quicken staff addressed my complaint with empathy and concern, but I am not sure if they recognized the overall problem.",5
Sherrie,"Orlando, FL","Reviewed Feb. 3, 2021","From the beginning of the refinance process to the end, everyone was so helpful and professional. I could not upload a document and our loan officer had me send it to him and he was able to upload it and get it to the right person. I would definitely use their services again.",5
Barbara,"Morris, PA","Reviewed Feb. 3, 2021","We had it the back of our minds to refinance our primary home. I participated in a Facebook ad for Rocket Mortgage and a banker called within one minute. It surprised me, but I have had such good experiences with Rocket Mortgage that we took part and completed the deal. Soon after, we wanted to buy a vacation home. So here we are in another mortgage. Wish us good luck. We want to use it to visit with family on a regular and safe basis during a pandemic.",5
Jonathan,"Ocean View, DE","Reviewed Feb. 3, 2021","I began the process of refinancing in June of 2020, and submitted all the relevant documents and assumed the process would be completed in a matter of weeks, just as other refinances had in the past. However, there were delays upon delays, and we went months on end without hearing anything. After missing an incredibly small window to close in September (one day!) due to my wife being out of town, we were told that we needed to resubmit almost all documents, and it was again months until we heard anything else. At this point, I should have ended the process, but I tend to be a pretty loyal person, so I stuck with it. In the end, we closed in the middle of January after almost 8 months. While I am happy that the process is finally over, I am very dissatisfied with the entire process, and the level of attention that I was given throughout the entire process.",1
Harold,"Clayton, IN","Reviewed Feb. 2, 2021","From start to finish, we had an absolute great experience. Would definitely recommend and would use again. Thank you to everyone who helped with our refinance. Very professional from start to finish. We have told multiple friends about our experience. Thank you all again!!",5
Blair,"Paoli, PA","Reviewed Feb. 2, 2021","Scheduling was a breeze. There were two small hiccups. The signing agent and I agreed to change the date and time. Unfortunately, the date on the documents did not change and we had to meet for a second time. In addition, the payment option for me was unclear. Wire or ACH? I ended up getting a check after all. Neither hiccup was a big deal.",5
Cassandra,"Lewiston, ID","Reviewed Feb. 2, 2021","Our refinance went so quickly and smoothly. We were contacted by Quicken to make sure we had the best possible rate, and they got us an even lower interest rate. We have been so pleased to work with Quicken and recommend them highly!",5
Charles,"West Point, TX","Reviewed Feb. 2, 2021",Love the calls and help along the way. They keep you informed and up to date with the web portal. They continue to guide you along the way and answer any questions you have. They lay out what you are going to pay and how much you owe.,5
Yamil,"Valrico, FL","Reviewed Jan. 30, 2021","If we knew it was this easy to buy a home with Quicken Loans, we would have done it years ago. The experience was effortless and seamless. One can really buy a house through a mobile app, it is truly unbelievable and amazing.",5
Uslande,"Fort Lauderdale, FL","Reviewed Jan. 29, 2021","Thorough, patient, everyone in communication and fill in if someone is off for the day. Greatest stress free loan process ever. KJ and his team reached out in every way possible and the app helped me stay on top of things. Great experience!",5
Dora,"Seminole, OK","Reviewed Jan. 29, 2021","Dion ** was great and very helpful in the initial process. Ashley was great getting me through to the end! They both were courteous, helpful, patient and timely. I would recommend Quicken Loans to any of my friends and family!",5
Ken,"Lake Elsinore, CA","Reviewed Jan. 29, 2021",The process to renew my loan was very smooth and easy. The ability to do 99% of the process online and only have to sign final documents for close is really nice. Everyone was very helpful and pleasant to work with.,4
Clay,"Westfield, IN","Reviewed Jan. 29, 2021","Danielle ** is a great asset to the company. She made the process smooth and easy. She kept me informed on changes that were made on the loan. Once the changes were complete, which were quick, the closing was smooth and easy. She was always polite and professional.",5
John,"Wilmington, NC","Reviewed Jan. 29, 2021","Great experience, I am not one to write reviews this is a job for a more solid individual. Speed, accuracy down and to the point is what I liked about the experience. Availability was excellent and return calls were very good, I do not ink ere is any room for improvement but keep trying and you will not be surprised at your end line.",5
Michele,"Baden, PA","Reviewed Jan. 28, 2021","I would definitely recommend Quicken Loans to anyone. It was extremely easy and stress free. Steve ** was wonderful to work with, he answered any and all questions I had and made sure I was comfortable and understood the answers.",5
Kelly,"Clearwater, FL","Reviewed Jan. 28, 2021","I was able to get a refinance for a whole % lower APR, pull equity out, and have a lower monthly payment. My banker was nice, personable, knowledgeable, and was easy to work with. We closed in a month or less. Wow!",5
Michael,"Clermont, FL","Reviewed Jan. 28, 2021",I received five star performance from Rocket Mortgage in refinancing the VA loan. The VA Streamline refinance went on without much effort. I have recommended you to my family and others based on how smooth everything went. Keep up the great work..,5
Robyn,"Mequon, WI","Reviewed Jan. 28, 2021",I could not be happier with my experience with Rocket Mortgage. My refinance was so easy and fast. I got a great rate and the entire process took 3 weeks and that was even over the Christmas/New Years stretch. I was so impressed with Rocket Mortgage that I even have now bought their stock.,5
Patrice,"Saint Clair, MI","Reviewed Jan. 28, 2021",Our lending contact is awesome and we need a copy of the loan (hard copy) so I can give you the loan number. Terri was great for our signing and she told us that we could get a hard copy through Quicken Loans.,5
