Author,Location,Date,Comment,Stars
Theodore,"Marina Del Rey, CA","Reviewed Feb. 9, 2019","My second order of various silver coins has arrived yesterday. I can’t stop looking at them. They are beautifully packaged, and they are in mint condition. I purchased the coins just a few days ago, so the delivery was very fast. Also, it was insured. Insurance was an additional service and it was free because I placed a bigger order. I felt very comfortable waiting for the delivery because I knew it was insured. Mike was the person who helped me to chose the coins and he walked me through the process and took care of everything. I think gold coins will be my next investment. Of course, with Patriot Gold Group!",5
Savannah,"Scottsdale, AZ","Reviewed Feb. 9, 2019",I am very pleased with the Patriot Gold Group and the service we’ve received. The entire staff has provided very professional service in helping us start a Gold IRA and we have zero fees for the life of the account.,5
Jessica,"New York, NY","Reviewed Feb. 8, 2019",Andy and his team at Patriot have been extremely supportive and helped me successfully turn my IRA funds into gold. They were very patient in listening to my requests and welcomed me with their friendly attitude. Great work! Great place! Great people!,5
Katherine,"Springfield, OR","Reviewed Feb. 7, 2019","I usually do not leave reviews for the services but I am really pleased with the customer service and professionalism of all Patriot Gold Group employees. I appreciate their patience. If you speak with Mike, make sure to ask him a lot of questions about the microeconomic climate. He is very knowledgable. Also, they will evaluate your portfolio for FREE if you ask!",5
Aji,"Arlington, VA","Reviewed Feb. 5, 2019","The process of setting up an account and then the rollover activity from Fidelity is time-consuming with some other companies. Patriot Gold did it quickly. In a day, they were able to roll the money over from Fidelity through the normal rollover process and then took less than a couple of weeks to initiate the whole account, so it saved a lot of time. Patriot took a good amount of time on their end to answer questions before I even started to think about rolling my money over. They had a person named Mike who took his time to explain to me over a few days certain questions that I had, like what type of coins, what is approved and what is not, how to do the process and the fees associated with each activation. Patriot Gold is operating very well and they are very clear on what they're doing. I and my wife are both are satisfied.",5
Choong Kun,"Honolulu, HI","Reviewed Feb. 4, 2019","When buying gold or silver, timing is important. The timing Patriot Gold recommended wasn’t that good and they could do better. I had to wait for almost one year to get the price I paid to be recovered. Another thing is that a monthly development of the market, at least through email, is advisable. Also, when we buy gold through Patriot, they should explain to the customer that they are willing to buy back anytime when the price is right, agreed upon by both parties type, not just the selling. That kind of arrangement has to be guaranteed or provided so that customers like me residing in Honolulu should be at ease in buying and selling, that when they go through Patriot, those guys will take care of all the details. On a different note, the guy, Andy, was very helpful. My compliments to him.",5
Paul,"Albany, NY","Reviewed Jan. 16, 2019",Andy ** is the best man that you have. I have had nothing but great guidance in my investment. He speaks to me at least once every two weeks. Sometimes more often. He is your best man that you have. More like a friend.,5
Alex,"Eau Claire, WI","Reviewed Jan. 9, 2019","Thank you, everyone, for your patience! I was not very confident in my purchase decision but after having a few calls with different representatives I knew I made the right decision. I was a bit anxious about the shipping but I was given free and insured shipping. Tomorrow is the day when my precious metals arrive! Thank you, Patriot Gold!",5
Anthony,"Hewlett, NY","Reviewed Dec. 17, 2018","Spoke with a great rep who was quickly able transfer a very very old 401k into Gold. With the market not doing great, I think this is a great option to keep my money safe. Patriot Gold gave me great information and processed what I needed in a matter of d.",5
Christina,"Kings Park, NY","Reviewed Dec. 12, 2018",I am so happy I chose Patriot Gold. The team here is extremely friendly and knowledgeable and made my first time precious metals investment a breeze. I will be sure to recommend Patriot Gold to everyone!,5
James,"Los Angeles, CA","Reviewed Dec. 11, 2018",It's hard to trust people over the phone in a sales environment. Patriot Gold Group made our transaction feel like it was at the Dinner Table. I would recommend Patriot Gold Group to anyone needing gold and or Silver.,5
Katie,"Milwaukee, WI","Reviewed Dec. 4, 2018","I am extremely pleased with the professionalism at PATRIOT Gold Group. I spoke with a few representatives (IRA account manager, PATRIOT’s CEO, and one more person), and all of them were very attentive and professional. I was not pushed to make any decisions. Rather, I was guided on how to make the best possible decision.",5
James,"Aspen, CO","Reviewed Nov. 29, 2018","I like being confidential about my financials so I just made a call to PATRIOT Gold Group and said that I would like to invest X amount of money. I was not asked too many additional questions and pushed to invest more. I asked a few questions myself and actually, I placed my order during the first call. I plan on ordering again soon.",5
Elaine,"Denver, CO","Reviewed Nov. 29, 2018","I reached out to PATRIOT Gold Group to purchase precious metals for the first time. At the time, I was not aware of what to do and what is the procedure, but Charley was extremely knowledgeable and helpful. Moreover, he was very patient with me as I was asking a lot of questions. After I received my metals, Charley called me to check-in and make sure everything was alright. I appreciate all that PATRIOT Gold Group has done for me!",5
Tyler,"Hartford, CT","Reviewed Nov. 11, 2018","Mike provided sound investment advice, precious metals education and followed through on everything he promised, making my IRA Transfer from stocks and bonds a very smooth transaction. I would strongly recommend that you contact Patriot Gold Group to safeguard your retirement funds.",5
Agnieszka,"New York, NY","Reviewed Oct. 30, 2018",I was very happy with my experience with Jack and the Patriot Gold Group. All my questions and follow-ups were handled very well. I would recommend Patriot to anyone looking to purchase silver and gold coins or to purchase metals for a self-direct IRA.,5
Monique,"Norcross, GA","Reviewed Aug. 2, 2018","What a great experience it was working with Patriot Gold. The service is phenomenal. The rep was very knowledgeable and walked me through everything, answering all my questions and concerns. I felt totally secure converting my IRA into gold.",5
Don,"Newton, KS","Reviewed Aug. 1, 2018",I am pretty dumb with investing and everything but I got into contact with Patriot Gold. They helped me out with setting everything up. The customer service that I experienced is next level. Jack put my fears at ease and helped me transfer some of my IRA into gold. I couldn't be happier!,5
Jimmy,"Wichita, KS","Reviewed July 28, 2018",I have been thinking about getting into buying gold for YEARS! I researched several gold investment companies but none of them stood out to me like Patriot Gold did. Mike ** really walked me thru everything needed to set up. It has truly been an amazing experience and my only regret is not finding Patriot Gold sooner! Don't hesitate to give these guys a shot. You won't be disappointed...,5
John,"Burbank, CA","Reviewed July 27, 2018","Mike and his team have been extremely helpful and informative. I’ve been researching on how this IRA to gold works but seems complicated. Patriot Gold made it easy and made me feel that my savings are secured and so far, the decisions I made with them are profitable. Thank you!",5
Marshall,"New York, NY","Reviewed July 27, 2018","Mike at Patriot is great to work with! I was pretty skeptical about investing in gold, but Mike and his team provided me with all the information I needed and put my concerns to rest. I am very pleased with the whole experience. Highly recommend.",5
Veronica,"San Francisco, CA","Reviewed June 27, 2018",I was extremely pleased with the service I received from Mike **. When I first heard about Patriot Gold Group I was skeptical but these guys made the process easy to understand and easy to follow through. So glad I used them!,5
Ginger,"New York, NY","Reviewed April 23, 2018","I wish this rating system would allow me to give PATRIOT Gold Group at least 10 starts for their exceptional service and my experience of working with them! PATRIOT deserves more than 5 stars. I attempted to work with other investing companies but I did not appreciate the fact that they were so pushy. Experts at PATRIOT were very informative and knowledgeable. This made me want to move forward with this company and invest in precious metals. I could not have been happier with my choice. Thank you, PATRIOT Gold Group!",5
Alex,"Long Island City, NY","Reviewed March 10, 2018","It's been just a few weeks since I invested in precious metals and I still cannot believe that it took me so many years to invest in gold! It has always been on my mind but I never actually did it. I was afraid that investing is a long process. However, PATRIOT Gold Group made everything very easy, and even more importantly, secure! I spoke with a few representatives and they all were very knowledgeable and prepared. I am very confident about my investing future with PATRIOT! Thank you, again!",5
Juan,"Asheville, NC","Reviewed March 4, 2018",I just wanted to let you folk working for Patriot Gold group that I loved loved LOVED the service you guys have shown me. You all made it really easy for me over the phone. I spoke to Charley ** and he was extremely nice and helpful. I will definitely be recommending you guys to friends and family.,5
Barrett,"Cleburne, TX","Reviewed March 4, 2018","Working with this company was a breeze! The customer service was amazing and everything was very easy. I thought that buying gold was going to be a hard and long process, but it was the complete opposite. I hope to work with Mike Celano again in the future!",5
Danial,"Astoria, NY","Reviewed Feb. 23, 2018",Today marks my 2 year anniversary with PATRIOT Gold Group. I am very satisfied with all of the insight and professionalism I received from PATRIOT. And the best thing is that my portfolio continues to increase in value. My recommendation to anyone who reads this - give experts at PATRIOT a call today and start increasing your wealth.,5
Victor,"Fort Worth, TX","Reviewed Feb. 22, 2018",I had moved forward with another gold & Silver dealer over 2 yrs ago. I needed to liquidate a large portion of my Ira for personal reasons. My coins were valued on that custodians website at silver melt value and that’s what the dealer was going to pay me the melt value!! Especially when I bought silver proof coins. That SAME day I heard that upsetting news. I saw an ad online and called Mike C (owner of Patriot Gold Group). He liquidated my account Substantially above the silver spot because the coins were worth SUBSTANTIALLY over silver spot like I ORIGINALLY was told by that MORON sales guy. I am so upset with the prior gold & Silver dealer but THANKFUL to have met Mike at Patriot Gold Group.,5
Blake,"Winton, CA","Reviewed Feb. 22, 2018",I had a great experience with Patriot Gold group. They handled my sale very professionally and quickly. Would definitely go through them again for any service required. Frank ** was very helpful and I appreciated all the help he gave.,5
Hannah,"Daly City, CA","Reviewed Feb. 21, 2018",Working with Andy ** was a very pleasant experience. When first hearing about this company I was not sure if I would be interested in purchasing precious metals but after looking more into it and conversing with Andy I am now comfortable and will be coming back for more. Thank you Patriot Gold Group!!,5
Jeremiah,"West Springfield, MA","Reviewed Feb. 21, 2018",Very good guys to work with. Frank and Betsy helped me move half of my IRA to gold as I have been living in fear of a stock market crash. Between the crazy market and bitcoin these good Patriot folks helped me see the safety and security in precious metals. Only moved 125K to start but we will see how it goes. If the market crashes further I'm giving them the rest as I can't risk my future.,5
Minami,"San Francisco, CA","Reviewed Feb. 21, 2018",Thank you to the guys at Patriot Gold Group. I was referred to this company from a family member and was iffy when selling my precious metals. Mike ** made me feel much more comfortable and made the process easy and quick. I will be working with these guys in the future.,5
Tiledia,"Glendale, CA","Reviewed Feb. 21, 2018",Patriot Gold Group exceeded all of my expectations. Working with Jack ** was the best thing that could have happened for me. He was very easy to talk to and helpful in all transactions. I will definitely be going back to this company for future needs as well as recommending to friends and family members.,5
Mia,"Los Angeles, CA","Reviewed Feb. 21, 2018","I was so so happy with the service I received at Patriot. I have bought metals elsewhere in the past, and it is really no comparison to Patriot. I spoke with Mark ** and he provided me with excellent insights into the market, transparent pricing and quick shipping. Would definitely recommend to anyone looking at gold and silver.",5
Evgeny,"Brooklyn, NY","Reviewed Feb. 20, 2018","My experience with PATRIOT Gold Group was nothing but pleasant. The customer service is very professional. Jack, especially, provided me with some crucial market information that I was not aware of. The PATRIOT family guided me through the entire purchase and stuck through it even when thing got a bit complicated during the rollover process. I felt no pressure from the company to invest in precious metals. Such a great feeling!",5
Don,"West Hempstead, NY","Reviewed Feb. 17, 2018","I invested with Patriot over 1 year ago and recently found out that the products they sold me, well just say that they OVERCHARGED ME for each item and then when I sold some items they sold them lower than the actual lower buying price. I bought GOLD coins and were charged $476.70 each coin when the price of each coin cost $312.20 each! This is a $164.50 profit to them on each coin @ 242 coins! FEE or highway robbery!? I bought SILVER coins and were charged $44.33 each coin when the price of each coin cost $27.37 each! The is a $16.96 profit to them on each coin @ ~2600 coins! Fee or highway robbery!?",N/A
Jen,"San Pedro, CA","Reviewed Feb. 13, 2018",A close friend recommended this company to me and I could not express how happy I am that they did. I was treated with the upmost respect throughout every conversation I had. Charley ** was always there to answer any questions I had. I will definitely continue to work with Patriot Gold Group in the future.,5
Katie,"San Francisco, CA","Reviewed Feb. 11, 2018","I really appreciate how amazing this company has been in making the process so smooth and easy. The employee who helped me, Andy **, made the process seamless and I will definitely be coming back for future orders. The order came in quickly and I greatly appreciate all of the help I received. Thank you so much.",5
Natalie,"Daly City, CA","Reviewed Feb. 11, 2018","Thank you so much to this amazing company! The workers are very honest, hardworking, and have great customer service. Mike ** was always there to answer questions and made everything sound easy. Would highly recommend his service to anyone.",5
Diana,"Antelope, CA","Reviewed Jan. 2, 2018","Been researching into Gold IRAs for awhile. I came across Patriot Gold Group through my research. The service, the patience, the pricing, and the communication level is the best! I am nervous of my retirement savings and want to feel secure with an asset that protects me & my family. Gold & Patriot accomplished that!",5
Fermin,"Marina, CA","Reviewed Dec. 4, 2017","I have been researching into precious metals for 3 months and finally came across Patriot Gold Group. Very simple process, I was actually working directly with two owners of the company. I can sleep good at night knowing my account is with Patriot Gold Group and Jack is keeping me informed with the markets. Thank you!!!",5
Luke,"Vero Beach, FL","Reviewed Nov. 27, 2017","For anyone interested in learning more about or investing in precious metals, make sure you talk to Mike at Patriot. Mike runs a tight ship and no matter who you talk to - they are all very informed. I invested in gold about 5 months ago and am very satisfied with all of the insight and professionalism from Patriot. Not to mention the fact that my portfolio is increasing in value. My recommendation to anyone who reads this - give Mike a call (or any of the professionals at Patriot).",5
Juanita,"Huntington Beach, CA","Reviewed Nov. 12, 2017","Fast, professional, great service. I moved my husband's retirement account into precious metals with Patriot Gold Group without any problems and extreme fast. My husband doesn't trust the stock market anymore and called Patriot Gold Group after watching the Dick Morris show. Thank you!",5
Harold,"Cutchogue, NY","Reviewed Nov. 6, 2017","Rolled over about 35% of my IRA with these guys. Good guys to work with, smart and understand the market. I will say they were definitely a little bit aggressive, but I guess when you know your stuff it is easy to sell. I will see how this goes then consider moving more money over to them. Certainly was easy enough and the stock market soaring everyday scares me.",5
Nate,"Nashville, TN","Reviewed Nov. 6, 2017",Thank you to the team at Patriot Gold Group for making my gold investments so streamlined. I was skeptical of using any of these companies because an associate of mine had a horrible experience. I called the top 5 precious gold investment brokers -- Patriot was the only one that had their act together and was not condescending. I know nothing about precious metal investment and now I feel informed and am happy with the results.,5
Patrick,"Lansing, MI","Reviewed Nov. 6, 2017","Shout out to Mike at Patriot Gold. He really knows the precious gold investment business. We used Patriot for our most current investment needs and they definitely delivered. Professional, informed and easy to work with -- I would recommend any person who wants to make money on their investments consider giving Mike at Patriot a call. Highest recommendation, and I have been investing for over 20 years.",5
Hadley,"Los Angeles, CA","Reviewed Oct. 21, 2017",I recommend Patriot Gold group for precious metal investments. Mike who was the primary account manager for the investment transactions I made in September is very well informed and professional. Excellent and thorough group of investors. So far all of the decisions I made with Mike's advice have been profitable and successful.,5
Jason,"Boca Raton, FL","Reviewed Oct. 19, 2017","I recently moved to Florida and wanted to make some gold investments before I officially retire. The guys at Patriot had great answers and sent me a lot of information. I was hesitant because I don't know much about them or gold investing, but they seemed informed. The investment I made has been good so far. Glad I called.",5
David,"Myrtle, MS","Reviewed Oct. 12, 2017","These folks do TERRIFIC work! A+ customer service. They really know their stuff. They are very timely in dealing with you, and they are also very professional, helpful, and courteous. I highly, highly recommend giving them a call and a chance to serve you. Very pleased with the service I received! A great American business!!",5
Thomas,"Boca Raton, FL","Reviewed Oct. 5, 2017",I have wanted to invest in precious metals for some time now. I did some research and Patriot Gold was a good choice. I spoke with an investment specialist named Mike. All of my questions were answered and I invested on the spot. The transactions were smooth and I was very satisfied.,5
Missie,"Country Club Hills, IL","Reviewed Sept. 26, 2017","My brother used Patriot a while ago and has been talking about them ever since. I finally broke down, called Patriot and talked to Mike. Mike was smart, to-the-point and knew his product. He put my mind at ease and handled my 401k rollover quickly. SO happy I finally called Patriot. Our family will all be calling soon! Thanks Patriot.",5
George,"Cedar Park, TX","Reviewed Sept. 23, 2017",Patriot Gold helped me complete a roll-over IRA transaction quickly. The process from start to finish was handled very professionally. Mike and all of the associates I have dealt with at Patriot Gold have been extremely helpful and smart! I will definitely be making additional investments with Patriot and highly recommending them to everyone I know.,5
Heidi,"Mount Dora, FL","Reviewed Sept. 23, 2017",Gold investment has always been of interest to me. I recently inherited quite a bit of money -- and started my research for Professional Investment companies specializing in precious metals. Patriot Gold was by far the most comprehensive and thorough company and Jack was very accommodating and supportive. I have three sisters who want to invest as well... Patriot Gold will be their investment advisors now! Thanks Jack and Patriot Gold. Mission accomplished!,5
Scott,"Napoleonville, LA","Reviewed Sept. 23, 2017","After reviewing 5 different companies on the internet regarding precious metals investments - Patriot Gold WINS. I made the call and spoke with Andy -- super informed about every aspect of the metal market investment process, history, present intel and future predictions. I have my partner calling to invest with Patriot (Andy) and I am going to have Patriot handle my IRA rollover. FInally found someone who knows what they are doing.",5
Frances,"Montgomery, AL","Reviewed Sept. 23, 2017",I have researched and called multiple companies to handle my IRA investment and some additional interest I have in investing in metals. PATRIOT GOLD WINS! Amazing difference to have someone who actually knows what they are talking about and can get the investments done within 24 hours (19 hours to be exact). Patriot is the best. Hands down. Can't wait to tell everyone I know about Patriot. Great Job!,5
Cheyanne,"Cutler, CA","Reviewed Sept. 23, 2017",Patriot Gold made my 401K rollover so simple and done in 24 hours. I will rest more soundly knowing that the Patriot professionals have my future all rolled up in a succinct Gold package. The security and the efficiency of Patriot's processes is unmatched -- and I did my homework. Thank you Patriot. BRAVO!,5
Bo,"Moffett Field, CA","Reviewed Sept. 16, 2017",Patriot was recommended by my sister. I had not given much thought about my IRA but after hearing her fantastic experience I decided to call. Mike was super knowledgeable and professional. Gold investments have always been of interest to me and I am very impressed with the excellent investment opportunities that Patriot offers. Happy to have my money secure. HIGHLY RECOMMENDED.,5
Nena,"Wilcox, PA","Reviewed Sept. 4, 2017",I am very pleased with the assistance I received from Andy at Patriot Gold. I wanted a seamless transition and management of my account with my IRA Rollover. In less than 20 hours everything was taken care of. Andy was a champion professional and made me feel very confident that my future investments are in good hands! Gold and Silver coins are next. Thank you so much.,5
Jameson,"Emmaus, PA","Reviewed Sept. 2, 2017",With the rising geopolitical tensions between the U.S. and North Korea I want to make a considerable investment in Gold – about 10% of my portfolio. This allocation was very easily attained through Patriot Gold. Their expertise and ease with which the transactions are made provided the perfect scenario for me to easily make this transition. Many thanks. I will highly pass this information to many of my fellow investors.,5
Shemika,"Bradenville, PA","Reviewed Sept. 2, 2017","I cannot believe that it took me this long to invest in Gold Coins. I never knew how easy and secure the entire investment process is. Thank you to Jake at Patriot Gold who guided me through the entire program and was very, very smart and prepared. I am happy that there are still people who love their job and that I can now rest a little easier having Gold Coins in my portfolio. I will highly recommend Patriot.",5
Phillip,"Louisville, TN","Reviewed Sept. 2, 2017","A relative who is a New Yorker just recommended Patriot as the best and most comprehensive precious metal investment advisor. With the possibility of a market drop it was time for me to take action. I spoke with two people and both were equally professional, personable and very well informed. I look forward to the rewards of investing in Gold and silver -- silver is projected to go through the roof! Thank you Patriot.",5
Mary,"New York, NY","Reviewed Sept. 2, 2017","Imagine my surprise and delight when I called Patriot Gold and actually got someone who really knew what they were talking about. My advisor Frank made me at ease when I realized he was much more educated than I in the precious metal market. With the events happening in the world right now I want to turn my investments to Gold and Silver and Patriot makes it a very easy, thorough and secure transaction. Very happy with their entire program.",5
Camden,"Pioneertown, CA","Reviewed Sept. 2, 2017","Everyone needs precious metals! Years ago a friend who had gone through a hurricane suggested we invest in precious metals for a whole host of reasons not the least of which is the security gold provides. No better time than now given the current hurricane crisis. I am investing for my future and to be able to give back in times like these. Thank you to Patriot for laying everything out in a professional, succinct and very understandable format. I will recommend Patriot and am thinking seriously about additional investment needs that Patriot can assist with. Thanks!",5
Al,"Santa Clara, CA","Reviewed Sept. 1, 2017",My wife and I have been looking into gold investments. Patriot came very highly recommended and they did not disappoint. Our total experience was so outstanding that we decided to increase the amount of money we initially were looking to invest. Jack was completely knowledgeable and educated us beyond expectation. Thank you Patriot Gold for having such an outstanding way to secure our future. Well done!,5
Fred,"St. James, NY","Reviewed Aug. 31, 2017","With the economy the way it is I was interested in investing in precious metals to better secure my 401k. However, I knew nothing about investing in gold and silver. Everyone at Patriot Gold Group was very helpful and taught me all about this type of investment, and even provided articles on the topic for me to review. After speaking with them and reading up a bit on my own I invested with Patriot Gold Group and am so glad I did! If you're looking to invest in gold or silver, I would definitely give Patriot Gold Group a call.",5
Daniel,"Wantagh, NY","Reviewed Aug. 30, 2017","Spoke to Mike a few times before making the decision to roll over my IRA. He explained all the pros and cons without ever any pressure to close the deal. A real gentleman and stand up guy all around. It's a lot of money to play with, and I felt like it was working with a trusted friend instead of a stranger. I would highly recommend working with them. Great communication. A+ all around.",5
Abron,"Astoria, NY","Reviewed Aug. 30, 2017",Patriot Gold Group provides one of the best customer services and the best prices on the market I have seen so far. Every question I asked was answered thoroughly and very patiently. They have a very good sense of reply to customer request and complaints. I would recommend PGG to anyone looking to diversify their holdings.,5
Wayne,"Dearing, KS","Reviewed Aug. 30, 2017",My experience with Patriot produced trust and confidence with my financial decisions. I use to have a little knowledge of Golds & other precious metals until Mark and his supporting staff answered many of my questions with ease. I'm extremely pleased with my purchase. I will definitely be back for more. Great Customer service.,5
John,"Georgia, GA","Reviewed Aug. 30, 2017",From long time I was searching a trusted website or source for investing some of my gold and silver. Last Friday I found this website. They are very helpful and provide me all information regarding to my investment. At last I agree with them. I think it is a best website and very reliable... Thank you PATRiOT GOLD GROUP,5
John,"New York, CA","Reviewed Aug. 29, 2017",I have done a great deal of research. Lastly I discovered Patriot Gold Group. I called them and the worker whom I talked was extremely useful and proficient. I asked every one of my inquiries and he gave me all answers plainly. Presently I am a cheerful client of them. Best gold in best cost.,5
Shikhar,"Austin, TX","Reviewed Aug. 29, 2017",I was searching for the place to invest and my fathers friend told me about Patriot Gold. Since company reference came from my fathers friend I never doubted the service but thought to call Patriot Gold. They guided and instructed me through every step. I am really happy with their service.,5
Lambu,"Manassas, VA","Reviewed Aug. 29, 2017","After a lot of research I've found this organization, Patriot Gold Group. And I must say that it is one of the best in its field. They have very good and friendly staffs who are willing to help customers in every possible way. They are very honest. I am very thankful to this group for working with me and giving me every information about the metal business. Thank you!",5
Sandra,"Los Angeles, CA","Reviewed Aug. 28, 2017","I was nervous and confused before taking my first step into investing having never done this sort of thing before. If you are like me and have little or no prior experience, it can be extremely daunting. However after giving them a call, Patriot Gold were extremely kind and helpful. I was put at ease within a minute and I felt confident and proud of my decision to use their outstanding services. Now, having used Patriot Gold, I feel put at ease and looking forward to further investments with them. They are the very best people to deal with and the most trustworthy I have found. I highly recommend them.",5
Albert,"Virginia, WV","Reviewed Aug. 27, 2017",It is a very fantastic company with hundred percent assurance of commodities got from the company. I am not an expert when I first started work with them but it didn't matter because I was attended to all through the way. I will highly recommend Patriot Gold Group for everyone.,5
Henry,"New York, NY","Reviewed Aug. 17, 2017",This is a very nice company with 100% assurance of goods gotten from the company. I'm no expert when I first got to work with them but it didn't matter cause I was attended to all through the way. I will recommend Patriot Gold Group for friends and family anytime.,5
Petko,"Los Angeles, CA","Reviewed Aug. 17, 2017",Patriot Gold Group is one of the most reliable IRA to precious metals Exchange Group. Here I have my coveted metal inside a brief time frame than whatever other site before I have requested for an item. This is a company I would recommend to anyone who trusts.,5
Nick,"Manassas, VA","Reviewed Aug. 17, 2017","No doubt, the company is one the best in its field. I had also been keen to invest in something that is trustworthy and there is this company with the service and opportunity. I have always wanted to invest in gold. I think I have found the best company in this field. They have the best prices and services. They always care about their client.",5
Aaaa,"Lalitpur, NY","Reviewed Aug. 16, 2017",I think this website make things of gold and platinum or it only sells gold and platinum. But also it does an impressive work. This website make our work easier and do faster. This website is like our friend. But it should work in all the country.,5
Kirk,"AB, AB","Reviewed Aug. 16, 2017",I felt very comfortable with my decision to invest in gold and silver. Mostly due to Jacob. He explained everything with patience and detail. An enjoyable experience all the way down the line. I would recommend PGG to anyone looking to diversify their holdings. I will be speaking to you next week about this transaction and hope I can track it once I return from overseas.,5
Adam,"Nebraska, NE","Reviewed Aug. 16, 2017",I have done a lot of research and finally I found Patriot Gold Group. I called them and the employee whom I spoke was very informative and professional. I asked all my questions and he gave me all answers clearly. Now I am a happy customer of them. Best gold in best price.,5
Jack,"Las Vegas, NV","Reviewed Aug. 16, 2017","Patriot Gold Group is one of the best companies I have ever dealt with. My experience with this company was amazing. I consider Patriot Gold Group as one of the most effective and efficient group in the field of precious metals. They provided me with most competitive price possible for gold, silver, platinum and palladium in the market. After a lot of research I came across this company and I am glad that I did. The people at Patriot Gold Group really care about their clients and cater to their every possible need with utmost efficiency and effectiveness. Working with this company really puts a smile on your face seeing the level of importance their employees give for their clients. All in all this company has been very good to me and would recommend this company to anyone who need support in the field of precious metals.",5
Lisa,"Los Angeles, CA","Reviewed Aug. 16, 2017",Patriot Gold Group are the best in the market. They are the most trustable to work with. I have always enjoyed working with them. They take good care of their customers. I recommend everyone to work with this company & I am sure that they everyone will like this company.,5
Rap,"Crandall, TX","Reviewed Aug. 16, 2017","When I wanted to invest my money in a good field, I knew about Patriot Gold by an email I received from a famous financial site. After I communicated with them they were direct and honest with me. And got me what I wanted quickly and at a fair price.",5
Ben,"Colorado Springs, CO","Reviewed Aug. 16, 2017","This is the only precious metals company worth working with - They are fast, friendly, fair, and honest! I have worked with several lesser companies and I did not get nearly the value I did out of Patriot Gold Group! Utterly fantastic and I recommend them to all my friends!",5
Mohamed,"San Jose, CA","Reviewed Aug. 15, 2017",Patriot Gold Group is a standout amongst the most solid IRA to valuable metals Exchange Group I have ever observed. To begin with I have caught wind of it on an online social gathering by my companion Hassan. Here I have my coveted metal inside a brief time frame than whatever other site before I have requested for an item. I will prescribe my companions and family to trust and trade or purchase valuable metals from Patriot Gold Group.,5
William,"Antioch, CA","Reviewed Aug. 7, 2017",My experience with this company was amazing. You could not ask a better company to work. This is a very good company. I liked this company. They are very honest. This is a company I would recommend to anyone who trusts.,5
Jimmie,"San Antonio, TX","Reviewed Aug. 6, 2017",Patriot Gold Group are providing great prices along with great experience. After a lots of inquiry's working with such a nice team. They did ALL the work making everything transparent and easy makes me feel great. They actually cares about my clients and the fact that I am not an expert in precious metals. It's really pleasure to deal with you guys.,5
Stefani,"Las Vegas, NV","Reviewed July 31, 2017",I always wanted to invest my money in a secured and good field. I knew about Patriot Gold by an email I received from a famous financial site. After I communicated with them they were direct and honest with me. They were very knowledgeable also. Now I recommend others for this company.,5
Jahid,"Seattle, WA","Reviewed July 30, 2017",It’s very good company. I liked this company. They are very honest. And their every product is 100% good. Every person are very honest. And this company quality very very good... I am proud of use this product items. I hope you like this company. And use this company product.,5
Jonathan,"Salt Lake City, UT","Reviewed July 30, 2017",Patriot Gold Group is one of the most reliable IRA to precious metals Exchange Group I have ever seen which is serving better since 1986. First I have heard about it on an online social group by my friend Brian **. Here I have got my desired metal within a very short period of time than any other site before I have ordered for a product. I will recommend my friends & family to trust & exchange or buy precious metals from Patriot Gold Group.,5
Charity,"Plano, TX","Reviewed July 28, 2017","I had such a great time dealing with Mike. What a nice guy! He saved me a lot of money! Thanks Mike, you're the best. I have given Mike's number to friends and relatives so that they can take advantage of the great pricing over at Patriot Gold. If you are in the market to buy gold at really great prices and want to get friendly service from good knowledgeable people, then you need to call Patriot Gold Group.",5
Jessica,"Altoona, AL","Reviewed July 28, 2017",My experience with this company was amazing. You couldn’t possibly ask for a better company to work with. There is not one negative thing that I can think of to say about this company. So therefore this is one company that I would recommend for anyone to trust in.,5
Mohamed,"New York, NY","Reviewed July 27, 2017","When I wanted to invest my money in a good field, I found that precious metals industry is a good one. I started to ask experts online about the best company to start with, they recommended Patriot Gold Group as they are the leading industry experts and they provide the most competitive pricing on Gold, Silver, Platinum and Palladium. I was surprised to know that I could work directly with a senior partner at Patriot Gold Group. Patriot Gold's customer service was great, they have answered all my questions and inquiries clearly and explained the process, I felt that I am making a great decision for my financial future! Now after the experience I had with this professional, knowledgeable, honest and efficient group, I can recommend them to anyone wants to make money with highly trusted experts. Don't hesitate and start today to benefit from this opportunity without any delay.",5
Gregg,"San Clemente, CA","Reviewed July 21, 2017",I learned about Patriot Gold through an email I received from a trusted financial site. I could not be happier that I took the time to review and then take advantage of the opportunities with Mike and everyone at Patriot Gold. Their professionalism is unmatched and I will recommend this company to everyone I know!,5
James,"Santa Clarita, CA","Reviewed July 20, 2017","I've spoken with a number of groups in the past month about converting my IRA to precious metals. I didn't feel that any of them were trustworthy, that is until I spoke with Patriot Gold. These guys were direct and honest with me and got me what I wanted quickly and at a fair price. Knowledgeable, honest, polite, efficient.",5
Molly,"Monterey, CA","Reviewed July 19, 2017","After lots of research and calling lots of companies, I was so pleasantly surprised to learn that I could work directly with a senior partner at Patriot Gold Group. Why work with a commission based salesman when you can work directly with an owner. Thank you PGG.",5
