Author,Location,Date,Comments,Reviews
Jerry,"Bay Springs, MS","Reviewed Dec. 3, 2013","Very quick to respond to missed calls and emails. Donna ** has been very helpful. Also, I have a speech problem and a lot of people have a problem understanding me on the phone. Donna has been very patient with me and understands most of what I say.",5
Gloria,"Fairfax, VA","Reviewed Dec. 2, 2013","Quick and easy. The forms needed, response from the team and the timeframe to refinance was streamlined and very simple and fast!",5
Claire,"Marietta, GA","Reviewed Dec. 2, 2013","Found working with Amerisave to refinance was a far smoother process than when I financed my home in the first place. Could easily see on website what documents they had and what they needed. Easy to reach by email and phone. Comfortable recommending. Liked even better they are a local company based in Atlanta, GA.",5
Steve,"Virginia Beach, VA","Reviewed Nov. 30, 2013","We were extremely pleased with Amerisave for refinancing our home loan. The process was very simple and mostly completed online. There was always a friendly person to speak with if we had questions. I completely recommend Amerisave. They saved us money by lowering our rate and the fees were very low compared to other lenders. I received a gift card for writing this review, regardless or whether my experience was positive or negative. I have recommended Amerisave to many friends.",5
Surya,"Freehold, NJ","Reviewed Nov. 30, 2013",I have done my mortgage refinance with Amerisave. Very nice experience. Most of the process is self driven. Online documentation and status check-up. Staff helped in completing the process when we have problem. Entire process from quote to finish was done in 21 days. Will recommend to friends and relatives.,5
Melissa,"San Bruno, CA","Reviewed Nov. 29, 2013","Amerisave works great for mothers like me who doesn't have time to go out and meet people to submit requirements. Everything is done online. They email back right away with any questions I may have. I haven't closed my deal yet, but so far everything is going smoothly.",5
Alan,"Granada Hills, CA","Reviewed Nov. 27, 2013","After a slow start, Amerisave has come thru with flying colors for my refi here in CA. I must thank Nikki ** so very much for her determination to get things done, as she performed far above and beyond the normal, with total customer satisfaction from me! She absolutely is to be commended for providing the great attitude and perseverance to get it done. Well done Nikki, I can't thank you enough for helping get my financial situation turned around for the better. I wish you the very best for the future where I suspect you will be a blazing star of the Amerisave team! Thanks so very, very, much.",5
Cristina ,"Alpharetta, GA","Reviewed Nov. 27, 2013","I like how easy it is to pull rates and see closing costs on Amerisave Website. Once I applied for the loan, it was very convenient to upload documents, to follow up and see the processing of the loan. Closing was much faster than I expected, closing cost remained the same as I was quoted online, and last but not least, rates & closing costs are much lower than other three banks I verified initially... I will recommend it to friends and family!",5
Leslie,"San Diego, CA","Reviewed Nov. 26, 2013",Matt ** (our Mortgage Processor) was great. He always went above and beyond our expectation and answered all the questions or concerns we have in a timely manner. I found the whole loan process was very easy to follow using their website. They're also very transparent (No hitting fee or surprised outcome). I'd highly recommended AmeriSave.,5
Andrew,"Kernersville, NC","Reviewed Nov. 26, 2013",I have been very pleased with Amerisave so far. Their online based system is very easy to upload documents to. Their staff are very quick and helpful at responding. And their rates and closing costs are unbeatable. Highly recommend.,5
Paul,"Las Vegas, NV","Reviewed Nov. 25, 2013","In the ""new"" world of applying for a mortgage, Amerisave is very responsive and diligent. I've been assigned a Senior Processor (Will) and a Loan Processor (Sheriese) both have been very responsive, and their Underwriters are extremely diligent. The online portal makes uploading documents seamless and efficient. Please remember to be organized this will make the process easier because Amerisave's systems lend themselves to applicants who are organized.",4
Harold,"Indianapolis, IN","Reviewed Nov. 25, 2013","After comparing several other options, Amerisave was the best. The other companies tried to down talk them, but they weren't able to compete. The in-home closing was a nice surprise.",5
Jeff,"Huntsville, UT","Reviewed Nov. 25, 2013","It is easy to work with Amerisave. You can talk to a person who will help you through the process. You can easily upload your documentation to the web-site which works really great. I can interact with them whenever I like, there's no ""office"" to go to and I can upload documents as I find them and am able to take time to do so (like in the evenings after work).",5
Wagih ,"Paramus, NJ","Reviewed Nov. 25, 2013",Amerisave presents honest service and great presentation for those who need to refinance or get new loans as their interest rate and closing costs are lower than the most available lenders institutions at Bergen County market area.,5
Joe,"Holiday Island, AR","Reviewed Nov. 23, 2013","Everything went pretty fast. They are very professional and experienced, and helpful when needed. Always in touch with you, by phone or email. Very easy and friendly website with fast updates on your information and filings. Would recommend.",5
Vladimir,"Woodland Hills, CA","Reviewed Nov. 23, 2013",Very direct instructions and quick communication with minimum extra work. List of documents required was provided by Amerisave within one day after submitting the application.,4
Xiuguang,"Ashburn, VA","Reviewed Nov. 21, 2013",I have been using Amerisave for 2 refinances before. They are very easy to work with.,5
George,"Broadlands, VA","Reviewed Nov. 20, 2013","My experience with Amerisave has been great! All communication is through email. And I love it because I can always go hack and re-read. Also, Matt ** has been fantastic! If I need to contact him by phone Mr. ** is always there and ready to explain the loan process where I have difficulty understanding patiently and deliberately. I will do business with Amerisave again. Excellent rates! Excellent web account updates and everything is digital. Awesome!! ",5
Robert,"Metairie , LA","Reviewed Nov. 19, 2013","Mr Lapointe was professional, knowledgeable & courteous every step of the way. The information was processed & reviewed in a timely manner. I would highly recommend Amerisave for your mortgage needs!",5
Carlos,"Riverside, CA","Reviewed Nov. 18, 2013",Was told afterwards they couldn't help after 3 weeks being told they can help me. They fired the loan officer that was helping me and denied my loan after 2 days that they had charged my credit card for the $400 of the appraisal. All I want is a refund of my appraisal since I had been told it was doable and my appraisal came at what we were hoping. They just didn't want to do the loan because my ex-wife was helping me and they had been told we were in the process of a divorce. They just said they weren't severe of this and my loan officer was okay with it and continued to work on my file but somehow got fired. And my loan was cancelled so I ask for a refund of my money.,N/A
Charles,"Sun Valley, NV","Reviewed Nov. 18, 2013","Amerisave is processing the loan I had hoped for, at a price that beat 5 other companies. It was easy to choose the loan I wanted from a long list of options. After only 6 days, my loan is in the underwriting stage, and they predict a good outcome. Unlike others, there was no long sales pitch... just good info to make my decision on. Thanks Amerisave.",4
Joe,"Jacksonville, FL","Reviewed Nov. 17, 2013","Mr. Harry **, Sr. Loan Originator, has been terrific thus far during the loan process. His expertise, responsiveness, and professionalism has been most helpful in making this a satisfying experience. Thank you ** for a job well done.",5
Ronnie,"Delray Beach, FL","Reviewed Nov. 17, 2013",I used the website without any help and it was very easy to navigate and upload docs.,5
Webster,"Seattle, WA","Reviewed Nov. 16, 2013",I found the Amerisave process matched my needs and exceeded my expectations. The team is very professional and personable.,5
David,"Houma, LA","Reviewed Nov. 16, 2013",Amerisave had the best rates with a great website that lets you know all the possible different scenarios for refinance. The employees are very knowledgeable and helpful.,5
Don,"Sandy, UT","Reviewed Nov. 15, 2013","I'm 80 1/2 now and I hate being jerked around and not being able to get the ""sales person"" off the phone. One Great thing about Amerisave is that you can pick your own rate and length of loan. The second Great thing is that when you have included all the costs from Their ""View loan"" pages, they NEVER come up with additional 'costs' at the closing table. My experience with Amerisave has found them honest, fair and super helpful. Good Luck if you don't choose Amerisave.",5
Eric,"Brooksville, FL","Reviewed Nov. 15, 2013","I am within reach of my closing. The service is exceptional, the online instructions are easily to follow, and the Amerisave associates have been extremely helpful throughout the entire process.",5
Amy,"Union City, CA","Reviewed Nov. 13, 2013","Did my search and AmeriSave has lower rates, and they give credit to customers too to lower the closing fee. Processing of papers went smoothly. Thanks for the service. Will surely recommend to my friends.",5
Laura,"Woodland Hills, CA","Reviewed Nov. 11, 2013","Rate lock was maintained, even beyond the original 30 day commitment. All docs were easily uploaded online.",5
Anne,"Philadelphia, PA","Reviewed Nov. 11, 2013",Marisa did an excellent job. She was great with communicating and keeping us posting every step along the way. I loved the on-line process. It flowed quickly and we always knew where we stood. Great job. I would recommend to all family and friends!,5
Kathy,"Land O Lakes, FL","Reviewed Nov. 10, 2013",Loan process has been quick and successful. I would recommend this company for low rates. ,5
Everett,"Frederick, MD","Reviewed Nov. 10, 2013",The whole refinancing process was fast and painless. We would have refinanced sooner if we knew it would be this easy.,5
Venkata,"Houston, TX","Reviewed Nov. 10, 2013",Both LO and LP are very prompt in answering all questions timely manner.,5
Susan,"Nampa, ID","Reviewed Nov. 9, 2013","I answered an ad for lower rates on refi. Well, I found out that my credit score was not as ""Great"" as I had hoped but Jeramie with AmeriSave found a program for me. I will refi to get cashout to re-roof my home and have a wonderful Christmas and all right here from my computer. AmeriSave programming is so easy to use. Then in 1 day I had the appraiser at my door.",5
Jerry,"Paradise, CA","Reviewed Nov. 8, 2013","Process of refinancing with Amerisave was involved due to large number of supporting documents required. However, their website is organize in very clear and easy way allowing uploads and signing documents directly out of our home. Customer service was first class, keeping us informed all the way and guiding when was needed. Also they really showed that they care about keeping you as a customer. Our overall experience was very good and would highly recommend their service, because it is worth it.",5
Pat,"Viroqua, WI","Reviewed Nov. 8, 2013",David has been very pleasant to work with. So far it has been as easy or easier as any other loan I have had in the past.,4
Svetlana,"Salt Lake City, UT","Reviewed Nov. 8, 2013","This is the second time I am using Amerisave. While the experience might be a little frustrating due to the amount of paperwork required the rates cannot be beat, so using them for getting another loan :) ",5
Ali,"Watchung, NJ","Reviewed Nov. 8, 2013","This is the third time I got my loan from Amerisave. I purchased my house in 2012. I refinance it with them in 2012 and now I got another loan. They did an excellent job. I highly recommend them. Thank you Nikki, Marcel and Iris.",5
Lena,"Lafayette, LA","Reviewed Nov. 8, 2013","Was very friendly and helpful. Needed advice as to what rate & closing was best for my needs. Not pushy at all and very patient, unlike other mortgage companies that I have been dealing with. Thanks, Amerisave & Shaun.",5
Paul,"Las Vegas, NV","Reviewed Nov. 6, 2013","In the world of mortgage application, processing and approval, Amerisave has been exceptional every step of the way. I've been assigned a Loan Consultant (Will) and he has not missed a beat. The online portal has been updated in almost real time and it has been a seamless process.",5
Oksana,"Fair Oaks, CA","Reviewed Nov. 5, 2013","At first we were really skeptical with refinancing our house with Amerisave, especially after reading some negative reviews. Originally we started to work with the local company and then the rates dropped. We searched the web and found Amerisave. Their rates and closing costs I would consider one of the lowest in the market so we decided to give Amerisave a try. We were assigned to work with Scott  **. He was there for us through the entire transaction and we were able to close in 35 days including the re-subordination with US Bank (since we had a HELOC) which took 10 days to complete. ",5
Thomas,"Oxford, MI","Reviewed Nov. 4, 2013",Amerisave team really came together to ensure I was satisfied and did everything in their power to make it happen!! I have already recommended people!,5
Marc,"Charlotte, NC","Reviewed Nov. 4, 2013",Amerisave is very attentive & responds to my questions very quickly.,5
David,"Ashburn, VA","Reviewed Nov. 3, 2013",Amerisave has a cutting-edge lending platform that makes it simple to find the right loan product and to make an application. Their mortgage processors seem to communicate well and keep you up to date with application status. The platform also gives you a status dashboard that shows all the steps to closing and the status of each step at any point in time. I would recommend this company to others. ,5
Fred,"Longboat Key, FL","Reviewed Nov. 3, 2013","Overall happy but some of the documentation requests are confusing, but councilor has been very helpful.",3
Paul,"Huntington Beach, CA","Reviewed Nov. 1, 2013","Amerisave is the lowest rate leader. I've researched enough over the years and this is my second loan with them. Service? Neal **, my senior loan processor, is a perfect example of why I choose Amerisave. He responds fast as lightning and even on weekends, if he is able to! He is the best of the best in the business. Process? They have superior technology and I am able to upload everything from home, right into their system. Estimates? It's hard to find lenders who will give you full estimates upfront without having to give an email address or phone number. You can see online anytime of day or night what your costs are going to look like. ",5
Sherry,"Mena, AR","Reviewed Nov. 1, 2013","My loan processor, Greg **, has been extremely helpful during the entire process of my refinance. His response time has been incredible every time I've had a question. I'm impressed with Amerisave's easy to use web-based application process that keeps me updated at every step.",5
Thomas,"Westminster, CA","Reviewed Nov. 1, 2013",They made our loan experience very pleasant. Held our hand through the whole process. They kept us informed and at ease throughout the procedure. And it was great to do all our business sitting on the couch in the comfort of my own home. I would recommend AmeriSave to all my family and friends.,5
Patricia,"Pueblo, CO","Reviewed Oct. 31, 2013","They have kept me updated with all the actions take during my refinance. Actually, they have held my hand to get it done.",5
Cindy,"Mission Viejo, CA","Reviewed Oct. 31, 2013","I've used AmeriSave twice. Both times, the service has been fantastic. The knowledgeable, friendly people assigned to my loans have been exceptional!",5
Lloyd,"Las Vegas, NV","Reviewed Oct. 30, 2013",Better rapport with a local agent. No high pressure or pushy loan offers like with Quicken. A much more sane and measured approach. ,5
Daryl,"San Antonio, TX","Reviewed Oct. 30, 2013","The process had been moving at a good pace largely in part because I supplied my documents quickly, but everything has come to a complete halt after the appraisal and deal has been submitted to underwriting. ",2
Atif,"Whitehall, PA","Reviewed Oct. 30, 2013",I had a wonderful experience using AmeriSave for my first ever mortgage. Both my loan officer Bryan and loan processor Nikki were extremely professional and helpful. I would recommend AmeriSave to anyone.,5
Aaron,"Greensboro, NC","Reviewed Oct. 30, 2013",Bryan and Juli-Ann did an awesome job. They were on the ball when it came to letting me know how the process worked and what information they needed to quickly and efficiently get to closing.,5
B,"Jacksonville, FL","Reviewed Oct. 30, 2013","It was my first experience with Amerisave and I called them reluctantly. After dealing with them on the phone and via emails, I found them to be very responsive and proactive. No hidden fees and you know the cost up front. They change the loan processor couple of times, not sure if it's their standard practice or it just happened to me. This change caused little delay in getting the file completed. Overall I am happy with their service.",4
Ajay,"Herndon, VA","Reviewed Oct. 30, 2013",Nikki was awesome with her eye for detail and understanding the customer pain. It took two hours with Nikki to help me submit all the necessary documentation. She was awesome and deserve kudos.,5
Arist,"Orange, CA","Reviewed Oct. 30, 2013","Amerisave has very good information on the website where they update the loan status almost everyday. Except once all the docs received, usually takes 2 to 4 weeks to get the approval which is pretty slow. ",3
Sandy,"Macomb, MI","Reviewed Oct. 28, 2013","Although there were some glitches with some information, Kelly seemed available 24/7 to help get things straightened out so that I could close on my mortgage. She really went above and beyond in several cases to help make everything go smoothly.",5
Tefeney ,"Hebron, NE","Reviewed Oct. 27, 2013",Working with Ryan ** and Ryan ** of Amerisave was a great experience. They let me know every step of the way what was needed to get the loan approved. I would recommend Amerisave over any other direct lender!,5
Loren,"Albuquerque, NM","Reviewed Oct. 27, 2013","Amerisave is the fastest refinance in the world. I have financed or refinanced 4 times with this company and this time was even faster than the past. I initiated a refinance on a Wed night and in under 24 hours, we had all the required paperwork completed and reviewed and even the appraisal was done. We are all busy and to have that kind of response is invaluable.",5
Wendy,"San Diego, CA","Reviewed Oct. 26, 2013",The online tools are simple and easy and every person I have spoken to has been very courteous and as committed as I am to attending to every detail.,5
Yudith ,"Miami, FL","Reviewed Oct. 25, 2013",Transaction very transparent. Mortgage processor very helpful and easy to contact.,5
Carl,"Washington, DC","Reviewed Oct. 25, 2013",My experience to date has been excellent. The Senior Loan Officer has guided me through the process and I am very comfortable with it so far. I used Amerisave previously for refinances and now I will for a purchase. They are competitive and offer credits at closing. No problems so far and I doubt there will be.,5
Carl,"Washington, DC","Reviewed Oct. 25, 2013","My Senior Loan Officer has been a great help in guiding me through the loan application process. I recommend Amerisave for their competitive rates, fee credits and expert loan professionals.",5
Joe,"Jacksonville, FL","Reviewed Oct. 25, 2013","AmeriSave has a fabulous website that is easy to navigate and understand. This is backed up by a personal contact that brings professional and courteous service just a phone call away. This is my second time obtaining a loan through AmeriSave. They indeed are competitive, efficient, and take much of the hassle out of the process.",5
Dharmendra,"Charlotte, NC","Reviewed Oct. 24, 2013","Excellent Service from Chrisoper and Nikki. Application was online, quick and easy... They kept me updated throughout the process.",5
Thomas,"Pinellas Park, FL","Reviewed Oct. 24, 2013","I never thought dealing with getting a loan for a home would be such a nice experience. Even though I have not been approved, yet Sean has been awesome to deal with, always keeping in contact and never seems like he doesn't care to try and help.",5
Brian,"Topeka, KS","Reviewed Oct. 22, 2013","Amerisave provided an easy online portal to submit all requested documentation. The requested items were consistent with requests from other lenders. When I informed Amerisave that we had decided to pursue financing with another lender, they went above and beyond to keep our business. We were able to close quickly which was the biggest factor for us. Jeramie ** was extremely helpful throughout the process and was very responsive to all of our inquires. ",4
Robert,"Ramona, CA","Reviewed Oct. 22, 2013","First time doing my own application. Applied and locked on on 10/18, downloaded forms and completed on 10/19. Mailed overnight to Atlanta on 10/21. Barring any unforeseen problems, it has been a rather pleasant experience.",5
Lynn,"Lucasville, OH","Reviewed Oct. 22, 2013",Kristina ** is fabulous. She made the whole process easy. She was friendly and not pushy. She answered all of my questions in plain language.,5
Tim,"Lombard, IL","Reviewed Oct. 21, 2013",Amerisave was instrumental in helping me purchase my first home. I had never gone through the mortgage application process and they made it both seamless and easy to complete. I personally liked that I was able to upload all of the necessary documents which ensured proper delivery and allowed the process to go much quicker. My mortgage processor and loan processor were both extremely knowledgeable and very helpful with all of my questions and concerns. I would definitely recommend Amerisave for all of your lending needs. ,5
Val,"Fair Lawn, NJ","Reviewed Oct. 21, 2013","Amerisave provided quick, very efficient and highly professional service. The staff I worked with were amazing. Thank you.",5
Antone,"Sequim, WA","Reviewed Oct. 21, 2013","Amerisave has been great to work with. They have been there at each step to ensure I knew what information was needed, how to get it and how the process was progressing. All that and a far better rate than the one we were in the process of obtaining from Quicken.",5
Melba,"Harvest, AL","Reviewed Oct. 21, 2013","Before contacting Amerisave, I was having second thoughts refinancing with a local office here in my city. The night before my closing, I looked online to get some advice. I ran across Amerisave site. I filled out my information and within minutes, Suzanne called. She was very helpful. She informed me of my options so I decided not to close that following day. Ever since that day Suzanne has taken care of me. I am so grateful. Thanks for everything, Amerisave.",5
Renee ,"Boise, ID","Reviewed Oct. 20, 2013","So far my experience with Amerisave has been excellent. The information on the website is very informative. It shows the variety of loans, such as 30-15yr mortgages, fixed, FHA & ARM & the corresponding APR & how that affects the closing costs. The representative, Josh **, has also been great with information, education & follow-up. ",5
I,"Cumberland, MD","Reviewed Oct. 20, 2013","So far (despite some hiccups), I got great service from my mortgage specialist. A few things out of his control were handled quickly. Would use again.",4
Steve,"Novi, MI","Reviewed Oct. 19, 2013","I was not familiar with Amerisave but received a recommendation from a neighbor. I did my research I found excellent reviews. I was happy with the entire process, especially the quick response from Jessica to all of my questions.",5
Ajay,"Herndon, VA","Reviewed Oct. 18, 2013","David was amazing in his service. The listing agent wanted the pre-approval the next day; otherwise, the contract was at stake. He helped get the pre-approval go through the underwriting the same day and got my pre-approval process. I am financing with Amerisave for 2nd time and they are awesome!!",5
Scott,"Euclid, OH","Reviewed Oct. 18, 2013",The person I talked to was very knowledgeable about the products and application process and was patient with me.,4
David,"Temple City, CA","Reviewed Oct. 18, 2013","I have been doing refinance with Amerisave for several of my rental properties. They offer good rate, service with best system. Every time I think about refinance, Amerisave is on the top of my list. I highly recommend this company to friends and families.",5
Annabelle,"Mooresville, NC","Reviewed Oct. 17, 2013","I had, once again, a fantastic experience with Amerisave. Their interest rates are the BEST in the market! Their process was smooth and clear. My loan closed early. I am very pleased. Nikki and Adam at Amerisave are fantastic at what they do and great to work with, and always available to answer my questions. I highly recommend Amerisave for any mortgage needs!!",5
Roman,"Beaverton, OR","Reviewed Oct. 17, 2013","This is my first refinance, and first time dealing with an ""online"" lender. So far, the process has been extremely smooth. Their online system gives you an accurate snapshot of where you are at all times, while requests for information or clarification are clearly communicated. My processor is always on the ball.",5
C.,"Towaco, NJ","Reviewed Oct. 17, 2013","It is very easy to do business with Amerisave for mortgage refinance. Not only all steps involved presented to you upfront on their website, my loan processor, Mr. Brad, was fantastically helpful in the whole process. I strongly recommend Amerisave.",5
Luke,"Colorado Springs, CO","Reviewed Oct. 17, 2013",I've had a great experience working with Amerisave on our home refinance. Jonathan ** and his team have been so helpful with all of our questions and have gone above and beyond in tracking all of the required documentation and making sure everything was staying on track. I really appreciate their professionalism and their expertise. I would definitely recommend Amerisave to my friends!,5
Alexandra,"Lawrenceville, GA","Reviewed Oct. 16, 2013",Amerisave Mortgage is a very good service loan processor and fast turn around. I get my two mortgages with them and I love their services and their instruction is very easy to follow when you apply online. I would recommend to all my family and friends.,5
Shane,"Norwood, MA","Reviewed Oct. 16, 2013","I have worked with Amerisave on 2 mortgages. In both instances, I found them to have the best rates as well as the best service. The process they have is very efficient. They are knowledgeable and I would/have recommended them to my friends and family. I would recommend them to you as well.",5
Atif,"Whitehall, PA","Reviewed Oct. 16, 2013","My mortgage loan officer Bryan and processor Nikki, both were great throughout the process. They were friendly and very knowledgeable. It made my online process seamless and hassle free.",5
Kelvin,"Davis, CA","Reviewed Oct. 15, 2013","Good rates and very easy to navigate website, easy to upload files and documentation. No complaints.",5
Ed,"Las Vegas, NV","Reviewed Oct. 14, 2013",I can't believe how easy the process has been or how accommodating the loan processor has been with all my questions. Brad has been very professional and knowledgeable throughout the whole process. I especially like the status update on their website keeps you up to date on each step of the process.,5
Henry ,"Stockton, CA","Reviewed Oct. 14, 2013","This is the third time I have used Amerisave and dealt with their professional staff. Once on a mortgage refinance and twice with a new home purchase. On each occasion, I found their staff to be very helpful and competent. And after doing a great deal of mortgage interest research, I was unable to beat the offers by Amerisave. I would highly recommend this company to anyone interested in mortgage services.",5
Edsel,"Alpharetta, GA","Reviewed Oct. 14, 2013",Application process was simple and fast. Website is very user friendly. I received an email from my appraiser within 30 minutes after submitting my loan application. Appraisal was completed 24 hours later (on a Saturday!). Uploading the required documents was easy and much more secure than faxing. My loan processor has been very responsive to all my questions. I'm feeling very good about my decision to choose AmeriSave.,5
Thomas ,"Westminster, SC","Reviewed Oct. 14, 2013",The loan officer we dealt with was so very helpful and really took a great interest in helping us with this project.,5
James,"Matthews, NC","Reviewed Oct. 14, 2013","Overall, my experience was very positive. The initial application process was fairly easy on-line. A lot of detailed information is required, but it is after all, a mortgage application. My initial contact described the process to me and helped me (easily) to the next step. Clearing financial history was a little more difficult. One of the credit agencies had a revolving credit account in my name that I did not recognize, and we could not get an understanding of that entry, so I held up the process until that was cleared. My Amerisave contacts patiently helped me to collect more information regarding that account and armed with payment amount and dates, I discovered that it was a carpet purchase made on time payments that had been paid in full some years ago. To clean up accounts, I had the loan agency close the revolving account.",5
Timothy,"Manheim, PA","Reviewed Oct. 13, 2013","My experience with Amerisave was very positive. The reps were knowledgeable, patient, professional and friendly. These people helped me get the rate I needed and took me step by step through the entire process. I highly recommend Amerisave... even gave people who I know who want to refinance Amerisave info. Thanks for everything, employees of Amerisave",5
Ulises,"La Quinta, CA","Reviewed Oct. 12, 2013",I like the platform to upload forms and the fast replies. ,5
Rebecca,"Sudbury, MA","Reviewed Oct. 11, 2013",This was the second refinance that I did with AmeriSave. I shopped around both times and they have the best rates with the lowest closing fees. It is super easy to work with them and I like how since it is done online I get easy to understand documents every step of the way. They disclose everything. When I have worked with a traditional mortgage broker in the past the fees and closing costs are always kind of a mystery but with AmeriSave you know what you are paying. All the representatives were great - they explained everything and it was always easy to get in touch with them. I highly recommend AmeriSave. ,5
Anita,"Long Beach, CA","Reviewed Oct. 11, 2013",There is no doubting that applying for a mortgage is a detailed process. However the people at Amerisave guided us through the maze of paperwork and made it happen. Thank you Amerisave.,4
Lorenzo,"Castro Valley, CA","Reviewed Oct. 11, 2013","I recently closed 2 loans simultaneously, my 3rd and 4th with Amerisave. My first 2 loan experiences, I was happy with as I mentioned in my first review. This last experience was bad. First of all, on the day of closing, Amerisave emailed me to tell me that the properties will need to be quitclaimed out of the trust. A last minute surprise. Early in the process, the title company they use asked me to confirm that there would be no change in property vesting; property was in the trust at that time. I confirmed no change. Secondly, the closing notary arrived late, had erroneous HUD statement on one of the loans, was quite disorganized. It took more than 4 hrs to complete the signing process. She did call before she arrived that she was in traffic, and I asked her what time she expected to arrive and she said she would still be on time. ",N/A
Mark,"Springfield, MO","Reviewed Oct. 10, 2013","Our rep, Cameron, has been very helpful and knowledgeable about the process. Good service and great rates for closing costs. ",3
George,"Pleasant Hill, CA","Reviewed Oct. 9, 2013",I was extremely surprised. Easy to use system. Eager to guide people. Transparent. Fair playing. Kudos!,5
David,"New Orleans, LA","Reviewed Oct. 8, 2013",The quick responses are great; much better than my local banks. And the rates are the best.,5
Steve,"Cathedral City, CA","Reviewed Oct. 8, 2013","I could not be happier with my experience with AmeriSave. They were professional, helpful and very patient as we went through the process. They were also very prompt in returning any calls I made to them, something I did not experience with my previous lender.",5
Mark,"Parkville, MD","Reviewed Oct. 7, 2013","Very detailed from start, experienced loan officer, (Mr. Neal **) giving better advice on lock in rate. Answer phone and sending emails in a timely manner, and easily application form when apply for the first time. I will recommend it to friends.",5
Kyle,"Omaha, NE","Reviewed Oct. 7, 2013",Amerisave made my process easy and seamless by allowing me to upload all my documentation required to acquire my loan online. This saved me time and facilitated my pre-approval and approval of my loan. Most brick-and-mortar stores required physical copies of everything to be faxed or mailed. ,5
Jason,"Gilbert, AZ","Reviewed Oct. 6, 2013","Refinancing with Amerisave has been a very streamlined process. One may think that refinancing online is scary. However, it is a very secure and efficient way to get it done. I would recommend this to anyone and have already done so to several friends.",5
Robert,"Medford, MA","Reviewed Oct. 6, 2013",By far my best experience in applying for a refi mortgage.,5
Jennifer,"Tustin, CA","Reviewed Oct. 5, 2013",Completely Satisfied! Amerisave was so helpful and in communication with us each step of our refinance. I would highly recommend Amerisave.,5
S,"Riverside, CA","Reviewed Oct. 5, 2013","I used Amerisave and the process was fast. The new government guideline made this process a little cumbersome, especially providing so much documentation that may not have any significance.",5
Charles,"Southfield, MI","Reviewed Oct. 5, 2013",I am writing this review to state that my experience with Amerisave was a positive one. Their rates were the lowest I could find and their staff was courteous and professional. ,5
Christine,"Phenix City, AL","Reviewed Oct. 5, 2013",Fast and easy to follow your loan process online every step and quick response to answers or concerns from your Processor every step of your loan.,5
Stephanie,"Hanford, CA","Reviewed Oct. 4, 2013",I have been very satisfied with the quality of service I have received. Matt has been on top of things and helpful to answer any questions. So far my experience has been very good!,5
Eric And Bridget,"Baton Rouge, LA","Reviewed Oct. 4, 2013","Our experience with Amerisave has been great. I'm impressed with the prompt service, how the site works and the rate. ",5
Reza,"Rancho Cucamonga, CA","Reviewed Oct. 4, 2013",I had a very good experience going through loan process.,5
Joseph ,"Dyer, IN","Reviewed Oct. 4, 2013",Great experience. The staff is top-notch. I would strongly recommend to anyone in the market for a refinance or a first time purchase. Thanks again!,5
Jan,"Spring, TX","Reviewed Oct. 4, 2013","The process has been easy, organized, and moves forward step by step. I have a person I can call at anytime to answer my questions.",5
Karen,"Collinngswood, NJ","Reviewed Oct. 3, 2013","I like the convenience of the online application and my loan processor is GREAT. However, some required documentation seems redundant, and in some cases, ""knit-picky"". ",4
Lugenia,"Westfield, NJ","Reviewed Oct. 3, 2013","I have nothing but excellent reviews on the service I received while refinancing my rental home. Amerisave was highly recommended to me by my best friend. I must say that I was skeptical at first but she ensured me that everything would go smoothly, and it did! I had the pleasure of dealing with two very informed and patient employees of Amerisave. When I didn't understand something they took the time to make sure I understood before hanging up the phone. They were only a phone call away if I had questions and if I couldn't reach them immediately, they would return my call with answers within a twenty four hour period. I highly recommend Amerisave for new and refinancing of mortgages.",5
Garrett,"Holliston, MA","Reviewed Oct. 2, 2013",I received a mortgage from Amerisave in the winter of 2012-2013. I chose Amerisave because they had the lowest rate & was able to lock in the rate for 60 days. I liked the fact that everything was done electronically. I was able to scan in all of my papers and forms. I had quite a bit of data because I have a large holding of investment real estate. ,5
Gary,"Laverkin, UT","Reviewed Oct. 2, 2013","I am impressed with the promptness of Amerisave's service. I have had several mortgage loans and have never had an appraiser be so prompt. The ability to scan my personal documents & upload them to Amerisave is such an efficient way to apply. Their program makes it very clear what I have submitted and what I still need to submit. However, I wish I had a little more personal communication with my representative to keep me up-to-date in our application process. It would be nice to have a time-line built into the program so that we could see where we are in the application process. So far I am impressed with Amerisave's overall service.",5
Nancy,"Concord, NC","Reviewed Oct. 2, 2013",We appreciated being able to do our part from our home and not multiple visits to a bank. Jeramie ** was very knowledgeable and congenial.,5
Handy,"Atlanta, GA","Reviewed Oct. 1, 2013","They delayed my closing until the last minute. My closing costs almost doubled. This company advertises great rates, but they are just about making money on the front end. I had to cancel the mortgage application because they wanted 2% of the loan just to close.",N/A
Abigaile,"Robbinsville, NC","Reviewed Oct. 1, 2013",I have been working with Amerisave to initiate a first home purchase for me and my husband. One of the best parts has been the ease of submitting things online rather than having to make a special trip somewhere to do it! My only frustration thus far has been when I tried to submit our official contract it kept rejecting it and I was so stressed out about it. Well come to find out they had given our file to another agent to handle and had not told us. But I called the company and a representative filled me in and everything is back on track! Look forward to finding out how closing the loan goes. ,4
